Record,strat_depth,SH20_age,Group,Guano_Zone,Guano_Sum,LnP2O5_TiO2,LnCaO_TiO2,LnCu_TiO2,LnZn_TiO2,LnSr_TiO2,LnP_Ti,LnCa_Ti,LnCu_Ti,LnZn_Ti,LnSr_Ti,LnP_Ti_CS,LnCa_Ti_CS,LnCu_Ti_CS,LnZn_Ti_CS,LnSr_Ti_CS,Plot_order
YAN,133,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.878055283,1.696121152,-5.488544103,-5.314190716,-3.707423032,-2.195287972,1.872205607,4.233732689,4.408086076,6.01485376,,0.799174949,-2.451490653,-1.838973207,0.668506818,1
YAN,135,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.882731247,1.68917653,-5.516860187,-5.297000711,-3.722372203,-2.199963937,1.865260985,4.205416605,4.425276081,5.999904589,-7.163430555,0.750395219,-2.517438375,-1.889576661,0.589334254,1
YAN,137,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.883874758,1.726331664,-5.504931616,-5.311740387,-3.686216337,-2.201107448,1.902416119,4.217345176,4.410536405,6.036060455,-5.130818739,0.731549013,-2.439199079,-1.949068046,0.58511187,1
YAN,139,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.876121838,1.728104731,-5.510250777,-5.303636528,-3.718491308,-2.193354528,1.904189186,4.212026014,4.418640263,6.003785483,,0.686367494,-2.795723298,-1.893143149,0.520086147,1
YAN,141,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.879498384,1.703535236,-5.538268036,-5.311740387,-3.702302474,-2.196731073,1.879619691,4.184008755,4.410536405,6.019974317,-5.394559513,0.513453746,-3.00603199,-1.97557259,0.365393233,1
YAN,143,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.867849603,1.712816267,-5.451368541,-5.308267697,-3.728601943,-2.185082292,1.888900722,4.27090825,4.414009094,5.993674848,-5.752308054,0.866375299,-2.565611127,-1.888075712,0.545491636,1
YAN,145,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.881533035,1.63932885,-5.504815207,-5.33046182,-3.74805258,-2.198765725,1.815413305,4.217461584,4.391814972,5.974224212,-6.400257445,0.680750615,-2.577065654,-1.946879611,0.515548672,1
YAN,147,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.877652047,1.633134186,-5.533195081,-5.274621093,-3.741435612,-2.194884737,1.809218641,4.18908171,4.447655699,5.980841179,-6.223072177,0.751289796,-2.722783893,-1.938623917,0.570253811,1
YAN,149,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.880964545,1.640860825,-5.511736368,-5.308137413,-3.73623742,-2.198197234,1.81694528,4.210540423,4.414139379,5.986039372,,0.905291347,-2.69749137,-1.893636943,0.729127753,1
YAN,151,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.880964545,1.678039828,-5.595819485,-5.321382639,-3.719976899,-2.198197234,1.854124283,4.126457306,4.400894152,6.002299893,,0.621579876,-2.505167835,-1.880856897,0.452571042,1
YAN,153,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.882731247,1.698861836,-5.533389489,-5.271025224,-3.708840197,-2.199963937,1.874946291,4.188887303,4.451251567,6.013436595,-5.701159991,0.643034227,-2.533577461,-1.932512593,0.456499755,1
YAN,155,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.844351919,1.584460629,-5.557524066,-5.298950078,-3.801929873,-2.161584609,1.760545084,4.164752725,4.423326714,5.920346918,-5.53972784,0.637765153,-2.2184524,-1.621636328,0.73429699,1
YAN,157,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.836495363,1.5712167,-5.537209275,-5.310896149,-3.813875944,-2.153728053,1.747301155,4.185067517,4.411380643,5.908400847,,0.602943043,-2.035305028,-1.675802828,0.612931849,1
YAN,159,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.805604876,1.569917154,-5.537209275,-5.285894847,-3.833905226,-2.122837566,1.746001609,4.185067517,4.436381945,5.888371565,,0.673379631,-2.284095653,-1.688533966,0.61215107,1
YAN,161,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.801809805,1.573810735,-5.553209616,-5.298317367,-3.808226212,-2.119042495,1.74989519,4.169067175,4.423959425,5.91405058,-5.613128106,0.752723593,-2.202640678,-1.68917653,0.683907546,1
YAN,163,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.798679912,1.571745811,-5.518331025,-5.270494861,-3.833669691,-2.115912602,1.747830266,4.203945767,4.451781931,5.8886071,,0.705949853,-2.245182279,-1.627513559,0.776978091,1
YAN,165,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.813157391,1.576523549,-5.573213123,-5.302060353,-3.814790074,-2.13039008,1.752608004,4.149063668,4.420216439,5.907486717,,0.801255584,-1.983525588,-1.626850644,0.815949974,1
YAN,167,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.818632487,1.605642841,-5.527158939,-5.326488244,-3.786971277,-2.135865177,1.781727297,4.195117852,4.395788548,5.935305515,,,,,,1
YAN,169,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.822370782,1.642868966,-5.629033271,-5.323651622,-3.749023114,-2.139603471,1.818953422,4.09324352,4.39862517,5.973253677,,,,,,1
YAN,171,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.828849813,1.694171013,-5.615471552,-5.32333513,-3.732740305,-2.146082503,1.870255469,4.106805239,4.398941662,5.989536487,-6.442540166,0.659135805,-2.138475073,-1.594423802,0.789687061,1
YAN,173,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.82834486,1.707061192,-5.575818478,-5.332196395,-3.717367634,-2.145577549,1.883145647,4.146458313,4.390080396,6.004909157,-6.204423073,0.822832285,-2.391852147,-1.663969202,0.628536818,1
YAN,174,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.841010569,1.719658226,-5.550855152,-5.351726477,-3.698803452,-2.158243259,1.895742681,4.17142164,4.370550315,6.023473339,-5.716244187,0.774840581,-2.27004309,-1.59450065,0.800864221,1
YAN,175,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.822326633,1.71492931,-5.591248795,-5.357633944,-3.704710919,-2.139559323,1.891013765,4.131027997,4.364642848,6.017565872,,0.715089786,-2.306648682,-1.732932601,0.495222658,1
YAN,176,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.830644104,1.679937943,-5.519523559,-5.34259285,-3.727764089,-2.147876794,1.856022398,4.202753233,4.379683941,5.994512702,,0.719049022,-2.255412549,-1.661693605,0.595804911,1
YAN,177,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.835854789,1.726494468,-5.59255684,-5.345148666,-3.700713912,-2.153087479,1.902578923,4.129719952,4.377128125,6.02156288,-5.567027501,0.797723256,-2.360643164,-1.69870419,0.604385099,1
YAN,178,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.825838783,1.676711093,-5.555540232,-5.255435639,-3.728306374,-2.143071472,1.852795548,4.16673656,4.466841152,5.993970417,-5.880688157,0.734930699,-2.269770245,-1.574373345,0.760639055,1
YAN,179,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.814824742,1.698510139,-5.561333309,-5.348411312,-3.714614956,-2.132057432,1.874594595,4.160943482,4.37386548,6.007661836,-4.87784221,0.809478988,-2.14427014,-1.585791793,0.745290797,1
YAN,180,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.835678703,1.702615137,-5.512387622,-5.245072852,-3.704627811,-2.152911393,1.878699592,4.20988917,4.477203939,6.01764898,,0.823052096,-2.265156049,-1.71717142,0.616180968,1
YAN,181,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.804646246,1.664246149,-5.545433559,-5.299598597,-3.732051626,-2.121878935,1.840330604,4.176843232,4.422678195,5.990225165,-5.289528861,0.840670532,-2.204819551,-1.600649406,0.720852846,1
YAN,182,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.822611933,1.685943967,-5.552313381,-5.34259285,-3.709121738,-2.139844622,1.862028422,4.16996341,4.379683941,6.013155053,-5.35048125,0.814394305,-2.185959425,-1.761600368,0.798538314,1
YAN,183,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.803410086,1.673010716,-5.54029876,-5.320439284,-3.724246598,-2.120642776,1.849095172,4.181978032,4.401837508,5.998030194,-5.73027065,0.896098485,-2.217939974,-1.542212078,0.928685831,1
YAN,184,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.865629318,1.612529105,-5.646624061,-5.178815822,-3.770781474,-2.182862007,1.78861356,4.075652731,4.543460969,5.951495317,-5.813030162,0.792125309,-2.036043441,-1.620190704,0.837316971,1
YAN,186,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.879101479,1.597242639,-5.477009155,-4.81327586,-3.78953724,-2.196334169,1.773327094,4.245267636,4.909000932,5.932739551,-6.950335727,0.88128155,-2.570394598,-1.721011231,0.844281474,1
YAN,188,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.852147824,1.634944738,-5.577841251,-4.451829988,-3.761389169,-2.169380514,1.811029194,4.14443554,5.270446803,5.960887622,-7.092850763,0.900262689,-2.230457712,-1.572056734,0.715946237,1
YAN,190,5446.9,Freshwater,YAN GZ 0,Non Guano,-1.822623793,1.456768714,-5.009894279,-4.809223583,-3.669062292,-2.139856483,1.632853169,4.712382513,4.913053208,6.0532145,-5.178248066,0.083232411,-1.04115516,-2.193602666,0.137531333,1
YAN,192,5514.79,Freshwater,YAN GZ 0,Non Guano,-1.751880103,0.856736201,-4.098636414,-4.785352705,-3.510849749,-2.069112793,1.032820656,5.623640377,4.936924087,6.211427042,-5.208001999,0.004821154,-1.337845374,-2.244624709,0.094450855,1
YAN,194,5582.68,Freshwater,YAN GZ 0,Non Guano,-1.812378756,0.928461267,-4.299788536,-4.846332243,-3.513383862,-2.129611446,1.104545723,5.422488255,4.875944549,6.208892929,-5.413865444,0.104808183,-1.539070668,-2.252755428,0.140236631,1
YAN,196,5630.5,Freshwater,YAN GZ 0,Non Guano,-1.728004954,0.850427753,-4.182781863,-4.809679658,-3.524481414,-2.045237644,1.026512208,5.539494929,4.912597134,6.197795378,-5.136314803,0.02597328,-0.960165484,-2.280685994,0.08043532,1
YAN,198,5678.32,Freshwater,YAN GZ 0,Non Guano,-1.629800607,0.796265543,-3.9323857,-4.715145039,-3.52882717,-1.947033296,0.972349998,5.789891092,5.007131752,6.193449621,-5.264361595,-0.139524482,-1.6898512,-2.106692322,0.008229344,1
YAN,200,5726.8,Freshwater,YAN GZ 0,Non Guano,-1.717928659,1.037623876,-4.210431656,-4.871421725,-3.56754631,-2.035161348,1.213708331,5.511845136,4.850855067,6.154730482,-5.081083488,0.164101138,-1.008883136,-2.633003725,-0.090791463,1
YAN,202,5775.94,Freshwater,YAN GZ 0,Non Guano,-1.777846201,1.10269036,-4.778773292,-4.854485113,-3.541003108,-2.095078891,1.278774815,4.9435035,4.867791678,6.181273684,-6.140047595,0.041976142,-2.096880913,-2.344854132,-0.226037961,1
YAN,204,5825.08,Freshwater,YAN GZ 0,Non Guano,-1.737863701,1.303125164,-4.975431659,-5.208053954,-3.830728263,-2.055096391,1.479209619,4.746845133,4.514222837,5.891548528,-5.819984609,-0.126130779,-1.665346215,-2.101429387,0.00334641,1
YAN,206,5871.97,Freshwater,YAN GZ 0,Non Guano,-1.738015193,0.744951592,-4.451896315,-4.745443507,-3.480984498,-2.055247883,0.921036047,5.270380477,4.976833285,6.241292293,-5.408107617,-0.244779534,-1.51207999,-2.09804599,0.013729656,1
YAN,208,5918.87,Freshwater,YAN GZ 0,Non Guano,-1.681513746,0.677352183,-4.268278281,-4.788471655,-3.632700952,-1.998746436,0.853436638,5.453998511,4.933805137,6.089575839,-5.625104761,-0.036269347,-1.428925893,-2.072121398,-0.02961054,1
YAN,210,5966.34,Freshwater,YAN GZ 0,Non Guano,-1.376294278,1.486617083,-4.099382356,-4.328223929,-3.101651292,-1.693526967,1.662701538,5.622894435,5.394052863,6.620625499,-6.041904462,0.915152934,-1.559441476,-1.511414503,0.54711878,1
YAN,214,6062.44,Freshwater,YAN GZ 0,Non Guano,-1.494442865,2.080295391,-4.407402852,-4.685782532,-3.191353728,-1.811675554,2.256379846,5.314873939,5.036494259,6.530923063,-6.670722235,1.373599915,-1.956892633,-1.997568383,0.474864716,1
YAN,216,6110.1,Freshwater,YAN GZ 0,Non Guano,-1.491527318,2.135531008,-4.427836171,-4.702779217,-3.161430426,-1.808760007,2.311615463,5.294440621,5.019497574,6.560846366,-6.474498443,1.413699651,-1.942876945,-1.94393752,0.621689731,1
YAN,218,6157.76,Freshwater,YAN GZ 0,Non Guano,-1.528342019,2.088249668,-4.462830667,-4.695924549,-3.156372764,-1.845574708,2.264334123,5.259446124,5.026352242,6.565904027,,,,,,1
YAN,220,6204.78,Freshwater,YAN GZ 0,Non Guano,-1.490378552,2.027845721,-4.465908119,-4.664359057,-3.136184109,-1.807611242,2.203930176,5.256368673,5.057917734,6.586092682,-6.78380779,1.225348236,-1.912246151,-2.067947056,0.364002962,1
YAN,222,6251.17,Freshwater,YAN GZ 0,Non Guano,-1.501253334,1.984272755,-4.471921639,-4.554442662,-3.178959217,-1.818486023,2.16035721,5.250355153,5.167834129,6.543317574,-6.006248095,1.196832955,-1.640406232,-1.840354689,0.429089268,1
YAN,224,6297.55,Freshwater,YAN GZ 0,Non Guano,-1.487063199,2.102834421,-4.498626938,-4.647472566,-3.136559872,-1.804295889,2.278918876,5.223649853,5.074804226,6.585716919,-6.533004274,1.31195251,-2.165835677,-2.018908646,0.396428021,1
YAN,226,6343.1,Freshwater,YAN GZ 0,Non Guano,-1.493925025,2.012632872,-4.51006617,-4.596140779,-3.155188006,-1.811157715,2.188717327,5.212210621,5.126136012,6.567088786,-6.854415948,1.282891875,-2.043495316,-1.96860297,0.456238042,1
YAN,228,6388.65,Freshwater,YAN GZ 0,Non Guano,-1.563842639,2.018087737,-4.42604352,-4.700480366,-3.057404094,-1.881075329,2.194172192,5.296233271,5.021796426,6.664872697,-6.542878044,0.995749103,-1.897519621,-2.041875945,0.357075065,1
YAN,230,6435.12,Freshwater,YAN GZ 0,Non Guano,-1.506389537,1.906887371,-4.384338774,-4.659750754,-3.097762442,-1.823622226,2.082971826,5.337938017,5.062526037,6.62451435,-6.447334676,0.970649685,-1.959856621,-2.054832796,0.393341483,1
YAN,232,6482.53,Freshwater,YAN GZ 0,Non Guano,-1.534668017,1.94739886,-4.344500913,-4.668550629,-3.114964795,-1.851900707,2.123483315,5.377775879,5.053726162,6.607311997,-6.252191866,0.907196233,-1.705229765,-1.956942334,0.432020297,1
YAN,234,6529.94,Freshwater,YAN GZ 0,Non Guano,-1.5220312,1.821368177,-4.243761505,-4.620711443,-3.086308717,-1.83926389,1.997452632,5.478515286,5.101565348,6.635968075,-6.161893252,0.747385138,-1.460618851,-1.934563563,0.420125163,1
YAN,238,6624.91,Freshwater,YAN GZ 0,Non Guano,-1.545117947,1.792147894,-4.101362135,-4.472221714,-3.119652987,-1.862350636,1.968232349,5.620914657,5.250055078,6.602623804,-5.779407364,0.731362708,-1.39525533,-1.954008963,0.248161685,1
YAN,239,6648.65,Freshwater,YAN GZ 0,Non Guano,-1.435946037,2.347832159,-4.551726353,-4.670785713,-3.868835673,-1.753178727,2.523916614,5.170550438,5.051491078,5.853441119,-6.114009888,0.706306795,-1.491738094,-1.84006646,0.273848768,1
YAN,242,6718.95,Freshwater,YAN GZ 0,Non Guano,-1.476213692,1.659747923,-4.27715764,-4.369816471,-3.226893136,-1.793446382,1.835832378,5.445119151,5.352460321,6.495383656,-4.969077919,0.725419844,-1.354029275,-1.713844103,0.399840634,1
YAN,243,6742.39,Freshwater,YAN GZ 0,Non Guano,-1.497376184,1.535894009,-4.189165864,-3.921851094,-3.234895884,-1.814608873,1.711978464,5.533110927,5.800425697,6.487380907,-5.320311669,0.680626277,-1.410443959,-1.84383339,0.318728298,1
YAN,244,6765.82,Freshwater,YAN GZ 0,Non Guano,-1.542746538,1.468986077,-4.2112659,-4.379730422,-3.324875114,-1.859979227,1.645070532,5.511010891,5.342546369,6.397401677,-5.198266321,0.433484072,-1.472698666,-2.012673134,0.17132246,1
YAN,245,6787.39,Freshwater,YAN GZ 0,Non Guano,-1.599128543,1.198777987,-4.262058309,-4.247459509,-3.451128092,-1.916361232,1.374862443,5.460218483,5.474817282,6.271148699,-5.459784341,0.208887343,-1.550428441,-2.113329383,0.216609327,1
YAN,247,6830.54,Freshwater,YAN GZ 0,Non Guano,,,,,,,,,,,-5.666549249,0.22223813,-2.306798489,-2.395955152,-0.264485748,1
YAN,249,6873.69,Freshwater,YAN GZ 0,Non Guano,-1.83105358,1.222155123,-5.810162878,-5.048022826,-3.994872912,-2.148286269,1.398239578,3.912113913,4.674253965,5.72740388,-6.065947139,0.438488128,-2.922442868,-1.361219369,0.430252266,1
YAN,250,6890.27,Freshwater,YAN GZ 0,Non Guano,-1.856427114,1.21488784,-5.587506923,-5.159313564,-3.944167459,-2.173659804,1.390972296,4.134769869,4.562963228,5.778109333,-6.044124764,0.434604297,-2.877324494,-1.339393705,0.450501831,1
YAN,251,6906.86,Freshwater,YAN GZ 0,Non Guano,-1.787553996,1.234799193,-5.980090584,-4.981561754,-4.017316629,-2.104786685,1.410883648,3.742186207,4.740715037,5.704960162,-5.714808421,0.424598131,-2.613933047,-1.303697981,0.531887992,1
YAN,252,6923.44,Freshwater,YAN GZ 0,Non Guano,-1.78928728,1.308466608,-5.929094216,-5.125946141,-3.953722035,-2.10651997,1.484551063,3.793182575,4.596330651,5.768554757,-5.543328595,0.417197128,-2.434648384,-1.256113234,0.646812059,1
YAN,253,6923.44,Freshwater,YAN GZ 0,Non Guano,-1.790555375,1.266438395,-6.003585908,-5.163281083,-4.023425836,-2.107788065,1.44252285,3.718690884,4.558995709,5.698850956,-5.588373229,0.404849429,-2.271615427,-1.205542197,0.75232664,1
YAN,255,6923.44,Freshwater,YAN GZ 0,Non Guano,-1.815037154,1.384818346,-6.049143659,-3.394142679,-3.938930458,-2.132269844,1.560902801,3.673133133,6.328134113,5.783346333,-5.752608109,0.326506578,-1.999757683,-1.46590562,0.902645286,1
YAN,257,6940.02,Freshwater,YAN GZ 0,Non Guano,-1.791164054,1.320762693,-6.09095259,-4.941047007,-3.998438967,-2.108396743,1.496847148,3.631324201,4.781229784,5.723837824,-5.605006838,0.218470757,-1.617725942,-1.344613547,1.068311631,1
YAN,259,6978.51,Freshwater,YAN GZ 0,Non Guano,-1.777053322,1.240340448,-5.780743516,-4.649341404,-4.002407067,-2.094286011,1.416424904,3.941533276,5.072935387,5.719869725,-5.489485496,0.132135699,-1.302513069,-1.249869336,1.23946689,1
YAN,261,7022.31,Freshwater,YAN GZ 0,Non Guano,-1.682032134,1.049274929,-4.157571034,-4.577120882,-3.172380675,-1.999264824,1.225359384,5.564705757,5.145155909,6.549896116,-5.810899511,0.099656698,-1.245543763,-1.203473806,1.28072183,1
YAN,263,7066.11,Freshwater,YAN GZ 0,Non Guano,-1.645467376,1.190179482,-4.734145762,-4.647134385,-3.101600275,-1.962700066,1.366263937,4.988131029,5.075142406,6.620676517,-5.113719636,0.054725403,-1.196896848,-1.202734906,1.270304776,1
YAN,265,7126.3,Freshwater,YAN GZ 0,Non Guano,-1.627661651,1.08038855,-4.293511498,-4.379771842,-3.211566262,-1.944894341,1.256473005,5.428765293,5.342504949,6.51071053,-4.507397858,0.047868336,-1.118328229,-1.169146974,1.316512908,1
YAN,267,7186.49,Freshwater,YAN GZ 0,Non Guano,-1.702940318,1.02910231,-4.178618162,-4.580153992,-3.286232951,-2.020173008,1.205186765,5.54365863,5.1421228,6.436043841,-4.058062057,0.052199221,-1.150752815,-1.146992823,1.413665148,1
YAN,269,7246.37,Freshwater,YAN GZ 0,Non Guano,-1.682641316,0.999766454,-4.195791179,-4.227539877,-3.340711178,-1.999874006,1.175850909,5.526485613,5.494736915,6.381565614,-3.640677352,0.142335118,-1.049469453,-0.947004522,1.526405142,1
YAN,271,7305.93,Glaciomarine ,YAN GZ 0,Non Guano,-1.672818356,1.010230543,-4.180197861,-4.309409593,-3.382827175,-1.990051045,1.186314998,5.54207893,5.412867198,6.339449616,-3.46157047,0.59522103,-1.005581498,-0.810874314,1.713652871,1
YAN,273,7365.5,Glaciomarine ,YAN GZ 0,Non Guano,-1.668172587,1.060244917,-4.238072449,-3.816607,-3.395393535,-1.985405276,1.236329372,5.484204342,5.905669792,6.326883257,-3.885218593,0.747257977,-1.128338246,-0.938528404,1.454702327,1
YAN,275,7424.94,Glaciomarine ,YAN GZ 0,Non Guano,-1.532183635,1.708443436,-4.350843707,-3.866686331,-2.909098042,-1.849416324,1.884527891,5.371433084,5.855590461,6.81317875,-4.383426215,0.78726466,-1.485303682,-1.098752159,1.11044181,1
YAN,277,7484.38,Glaciomarine ,YAN GZ 0,Non Guano,-1.596450717,1.704946132,-4.490053495,-3.862092295,-2.96992439,-1.913683406,1.881030587,5.232223296,5.860184497,6.752352402,-5.049856007,0.712072704,-1.626795359,-1.231754076,0.856133699,1
YAN,279,7544.41,Glaciomarine ,YAN GZ 0,Non Guano,-1.32508363,2.070542707,-4.575708153,-4.124701025,-3.52857782,-1.64231632,2.246627162,5.146568638,5.597575767,6.193698971,-4.82194349,0.7456493,-1.742473421,-1.280350309,0.82796561,1
YAN,281,7605.01,Glaciomarine ,YAN GZ 0,Non Guano,-1.164286528,2.216089526,-4.347444271,-4.640991462,-3.615582578,-1.481519218,2.392173981,5.374832521,5.081285329,6.106694214,-4.73054721,0.681680383,-1.835472722,-1.355548625,0.679419944,1
YAN,283,7665.62,Glaciomarine ,YAN GZ 0,Non Guano,-1.379483892,2.252370224,-4.352843868,-4.145757753,-3.642152378,-1.696716582,2.428454679,5.369432924,5.576519038,6.080124414,-4.562401016,0.594349316,-1.93982996,-1.368040108,0.649583823,1
YAN,285,7727.12,Glaciomarine ,YAN GZ 0,Non Guano,-1.409667712,2.190971108,-4.451491093,-4.480201199,-3.772595935,-1.726900402,2.367055563,5.270785698,5.242075593,5.949680856,-4.524717341,0.488517745,-1.612366677,-1.354631681,0.607058075,1
YAN,287,7788.62,Glaciomarine ,YAN GZ 0,Non Guano,-1.460225514,2.306027437,-4.291954812,-4.740344964,-3.808388116,-1.777458204,2.482111892,5.43032198,4.981931827,5.913888676,-4.370526942,0.392626904,-1.591342374,-1.33982506,0.52676398,1
YAN,289,7850.23,Glaciomarine ,YAN GZ 0,Non Guano,-1.457924017,2.182783893,-4.289653315,-4.414816457,-3.775471983,-1.775156707,2.358868348,5.432623477,5.307460334,5.946804809,-4.899556152,0.450547783,-1.626907092,-1.400764181,0.273796794,1
YAN,291,7911.95,Glaciomarine ,YAN GZ 0,Non Guano,-1.229595909,2.254575874,-4.313033763,-4.210176378,-3.70689796,-1.546828599,2.430660329,5.409243028,5.512100414,6.015378832,-5.105514102,0.69003124,-1.765050586,-1.385931088,0.186962269,1
YAN,293,7973.67,Glaciomarine ,YAN GZ 0,Non Guano,-1.464635665,1.804870251,-4.256187588,-4.634984449,-3.961771483,-1.781868354,1.980954706,5.466089204,5.087292343,5.760505308,-5.505500118,0.619707493,-1.882081269,-1.417396186,0.075533093,1
YAN,295,8033.68,Glaciomarine ,YAN GZ 0,Non Guano,-1.42809149,2.29554281,-4.126432877,-4.51039178,-3.906192085,-1.745324179,2.471627265,5.595843915,5.211885012,5.816084706,-5.423089517,0.607088474,-2.105763071,-1.426477194,0.080662782,1
YAN,297,8093.68,Glaciomarine ,YAN GZ 0,Non Guano,-1.339774345,1.900515574,-4.240590063,-4.375246948,-3.954878434,-1.657007035,2.076600029,5.481686729,5.347029844,5.767398357,-5.189994835,0.619701959,-2.182461959,-1.399854985,0.094267385,1
YAN,299,8160.98,Glaciomarine ,YAN GZ 0,Non Guano,-1.418919588,2.487988316,-4.49980967,-4.384498824,-3.795612654,-1.736152278,2.664072771,5.222467121,5.337777968,5.926664138,-5.234912748,0.555292042,-2.366600708,-1.413491026,0.097893877,1
YAN,301,8235.56,Glaciomarine ,YAN GZ 0,Non Guano,-1.458948783,2.011560399,-4.228670804,-4.593008621,-4.099921822,-1.776181472,2.187644854,5.493605987,5.129268171,5.62235497,-4.988289873,0.295672617,-2.430072928,-1.439281401,0.121217644,1
YAN,303,8310.14,Glaciomarine ,YAN GZ 0,Non Guano,-1.40246722,2.056452023,-4.283319218,-4.761104988,-4.145919349,-1.71969991,2.232536479,5.438957574,4.961171804,5.576357443,-4.710040015,0.279934062,-2.438942808,-1.425952042,0.165177883,1
YAN,305,8405.64,Glaciomarine ,YAN GZ 0,Non Guano,-1.249486068,2.287149285,-4.070559657,-4.763706838,-3.949931669,-1.566718757,2.46323374,5.651717134,4.958569954,5.772345122,-4.866514201,0.234177781,-2.232616309,-1.509105104,0.090833801,1
YAN,307,8501.15,Glaciomarine ,YAN GZ 0,Non Guano,-1.362913912,1.998278135,-4.341979134,-4.626910173,-4.050173344,-1.680146602,2.17436259,5.380297658,5.095366619,5.672103448,-4.649990018,0.257948597,-2.1039341,-1.513967009,0.199184896,1
YAN,309,8596.24,Glaciomarine ,YAN GZ 0,Non Guano,-1.319849262,2.185891976,-4.528572715,-4.681041309,-3.95320857,-1.637081951,2.361976431,5.193704076,5.041235483,5.769068221,-4.379313731,0.265881566,-2.003111282,-1.478387472,0.286652736,1
YAN,311,8690.93,Glaciomarine ,YAN GZ 0,Non Guano,-1.409772242,2.03999981,-4.27423813,-4.556643145,-3.992526224,-1.727004932,2.216084265,5.448038662,5.165633646,5.729750567,-4.499236512,0.243665873,-1.924333408,-1.49302126,0.279265015,1
YAN,313,8785.62,Glaciomarine ,YAN GZ 0,Non Guano,-1.127633478,2.307151311,-4.450692655,-4.60975735,-3.882708618,-1.444866168,2.483235766,5.271584136,5.112519441,5.839568174,-4.681818818,0.26997841,-1.9654499,-1.533106946,0.273583918,1
YAN,315,8879.38,Glaciomarine ,YAN GZ 0,Non Guano,-1.294838532,2.194498767,-4.290570806,-4.660103905,-3.920971611,-1.612071222,2.370583222,5.431705986,5.062172887,5.80130518,-4.454547757,0.383323608,-2.143806362,-1.451407645,0.391097673,1
YAN,319,9066.52,Glaciomarine ,YAN GZ 0,Non Guano,-1.225510414,2.159567586,-4.4480831,-4.457385493,-3.931717296,-1.542743103,2.335652041,5.274193691,5.264891298,5.790559495,-4.586959394,0.337942702,-2.464216177,-1.419207489,0.326185567,1
YAN,321,9159.51,Glaciomarine ,YAN GZ 0,Non Guano,-1.414333581,2.299122885,-4.405337714,-4.738043467,-3.915485213,-1.731566271,2.47520734,5.316939078,4.984233324,5.806791578,-4.756050217,0.427085769,-2.639153687,-1.284379579,0.342688295,1
YAN,323,9252.51,Glaciomarine ,YAN GZ 0,Non Guano,-1.184675169,2.324268958,-4.197619571,-4.748592263,-3.930990908,-1.501907858,2.500353413,5.52465722,4.973684528,5.791285883,-4.78773326,0.504391057,-2.728790239,-1.197153958,0.329704988,1
YAN,325,9344.05,Glaciomarine ,YAN GZ 0,Non Guano,-1.580123525,2.30601171,-4.450692655,-4.60975735,-3.866179316,-1.897356214,2.482096165,5.271584136,5.112519441,5.856097476,-4.411141542,0.624960533,-2.707009276,-1.105901652,0.421263139,1
YAN,327,9435.6,Glaciomarine ,YAN GZ 0,Non Guano,-1.298916348,2.091470118,-4.414449821,-4.672278931,-3.996936375,-1.616149038,2.267554573,5.30782697,5.049997861,5.725340417,-4.209423162,0.669510722,-2.617189975,-1.011925619,0.547635018,1
YAN,329,9527.78,Glaciomarine ,YAN GZ 0,Non Guano,-1.304756826,2.067082991,-4.311874422,-4.281796967,-3.96671592,-1.621989516,2.243167446,5.41040237,5.440479825,5.755560871,-3.728177156,0.749826696,-2.618945298,-0.91783163,0.708005664,1
