C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data     07/08/2013  re-evaluated data																																																							
peakarea																																																							
filename	position (mm)	sample surface	validity	revalidity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Y	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000136.spe	272.04	7.62	1	1	0.018306	-0.003173	0.009933	0.093737	17092.34375	1.47	0	0	0	32	32	0	47	70	2415	0	173	0	13	365	14595	201	0	713	754	0	0	126	539	77	5551	0	976	10	0	0	21	19	75	61	121	92	127	170	118	0	35	8	0	23364	6102
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000137.spe	274.04	7.62	1	1	0.018306	-0.003173	0.009933	0.093737	17456.52344	1.45	0	15	20	18	51	8	71	49	2133	0	173	29	0	342	16604	141	0	752	791	0	0	190	667	82	5795	126	1010	0	0	0	0	0	35	118	132	66	253	91	99	0	65	25	3.30E+14	23786	5881
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000138.spe	276.04	7.59	1	1	0.018306	-0.003173	0.009933	0.093737	17645.28125	1.46	0	0	0	15	59	0	59	57	2963	0	231	7	27	473	19862	189	0	722	879	0	81	179	561	29	5876	0	881	19	0	0	0	8	0	104	77	0	78	95	0	48	60	11	0	22460	5804
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000139.spe	278.04	7.58	1	1	0.018306	-0.003173	0.009933	0.093737	16477.17383	1.45	7	30	10	12	41	17	68	73	2734	0	218	0	20	406	16197	162	0	705	792	27	128	155	590	0	5450	0	859	8	0	0	0	23	0	99	90	72	0	0	0	71	38	5	4.92E+14	21372	5465
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000140.spe	280.04	7.58	1	1	0.018306	-0.003173	0.009933	0.093737	15680.01172	1.5	0	0	22	29	37	5	68	67	2524	6	264	44	7	396	17083	218	0	682	824	24	56	157	593	20	4969	0	853	4	0	0	0	0	0	101	96	10	85	0	0	15	0	0	1.57E+14	19686	5135
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000141.spe	282.04	7.54	1	1	0.018306	-0.003173	0.009933	0.093737	15522.9209	1.36	0	22	16	8	40	0	45	65	2688	4	254	15	9	463	17013	156	0	725	812	20	0	148	557	0	5280	0	786	20	0	0	0	12	0	72	55	34	102	123	67	0	87	11	2.85E+14	19513	5431
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000142.spe	284.04	7.52	1	1	0.018306	-0.003173	0.009933	0.093737	15879.90332	1.39	6	12	40	9	37	0	55	78	2548	0	299	0	13	421	17077	253	0	694	922	0	0	111	412	121	5350	0	897	0	0	0	0	25	47	63	60	70	184	41	23	0	52	5	0	20946	5440
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000143.spe	286.04	7.52	1	1	0.018306	-0.003173	0.009933	0.093737	16729.56055	1.51	11	0	19	17	79	0	40	55	2379	0	299	0	8	384	16941	296	0	647	807	33	16	214	417	152	5516	0	920	0	0	0	0	0	0	0	36	0	49	101	78	10	0	19	0	21685	5789
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000144.spe	288.04	7.53	1	1	0.018306	-0.003173	0.009933	0.093737	15600.81543	1.41	0	0	8	16	50	0	75	85	2253	0	260	18	15	425	17739	200	0	562	687	0	160	90	447	8	4809	0	852	0	0	0	37	9	32	78	42	49	0	0	62	0	101	11	5.01E+14	20182	5373
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000145.spe	290.04	7.53	1	1	0.018306	-0.003173	0.009933	0.093737	15731.91016	1.55	0	14	23	24	43	0	50	37	2225	0	168	18	5	374	13696	178	0	548	699	10	180	71	547	0	4762	0	687	8	0	8	0	0	19	102	64	0	0	82	0	0	36	0	0	21284	5693
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000146.spe	292.04	7.54	1	1	0.018306	-0.003173	0.009933	0.093737	16178.9873	1.64	0	0	16	15	42	0	62	52	2223	21	206	13	16	369	13253	142	0	627	786	50	50	66	481	0	4844	0	835	4	6	0	0	0	0	65	78	56	29	0	22	0	65	0	0	22036	5647
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000147.spe	294.04	7.54	1	1	0.018306	-0.003173	0.009933	0.093737	16885.15234	1.42	0	0	12	23	48	0	43	37	2472	0	266	0	14	408	15968	158	0	736	869	33	94	229	412	96	5120	0	954	0	0	0	0	0	59	110	111	166	53	124	0	0	51	0	2.27E+14	22527	5663
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000148.spe	296.04	7.54	1	1	0.018306	-0.003173	0.009933	0.093737	16490.67383	1.44	0	0	17	6	40	7	65	62	2365	12	218	5	12	441	13850	126	0	744	897	0	192	88	357	79	4811	0	886	11	0	0	0	0	13	27	86	15	0	0	0	21	90	0	5.68E+14	22608	5347
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000149.spe	298.04	7.54	1	1	0.018306	-0.003173	0.009933	0.093737	17096.44141	1.51	7	8	0	36	49	4	37	37	2456	0	224	0	0	419	17335	145	0	728	832	93	0	134	549	120	5249	27	834	0	0	0	0	0	0	86	103	15	109	0	104	96	91	20	0	22782	5879
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000150.spe	300.04	7.54	1	1	0.018306	-0.003173	0.009933	0.093737	17769.60742	1.54	0	16	17	17	45	11	45	49	2667	0	215	16	11	485	17392	164	18	691	831	38	0	265	584	112	6035	43	999	8	0	11	0	0	0	76	115	77	169	76	75	50	83	0	0	23657	6307
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000151.spe	302.04	7.57	1	1	0.018306	-0.003173	0.009933	0.093737	17956.69922	1.61	0	0	5	28	44	8	28	64	2713	0	196	8	8	479	16571	235	0	639	955	0	0	219	507	129	6109	0	760	9	0	6	0	12	100	69	75	94	81	21	78	0	8	19	0	23993	6118
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000152.spe	304.04	7.53	1	1	0.018306	-0.003173	0.009933	0.093737	17692.00977	1.32	0	0	15	11	50	12	8	46	2388	16	236	0	28	450	15112	229	0	620	843	0	0	66	654	16	5966	4	1056	14	0	0	0	0	101	108	93	40	123	125	37	0	36	8	0	24540	6166
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000153.spe	306.04	7.5	1	1	0.018306	-0.003173	0.009933	0.093737	17862.80469	1.52	0	0	15	39	55	0	25	74	2421	0	305	0	26	414	17548	190	0	676	880	0	131	127	569	97	5927	0	980	0	0	0	0	9	72	70	100	42	0	4	0	143	28	0	0	23271	5881
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000154.spe	308.04	7.52	1	1	0.018306	-0.003173	0.009933	0.093737	18600.36719	1.55	0	0	13	35	33	0	0	53	2840	0	346	9	0	485	19715	220	0	880	1006	52	0	195	561	139	5961	0	978	0	0	0	0	0	0	52	140	56	229	0	19	6	88	0	0	24154	6249
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000155.spe	310.04	7.52	1	1	0.018306	-0.003173	0.009933	0.093737	17859.30078	1.44	0	0	0	14	64	18	32	66	2609	0	262	4	24	481	17606	203	0	741	828	18	79	172	530	113	5654	0	1061	13	0	0	12	0	0	67	77	121	34	0	63	73	0	7	0	23492	6193
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000156.spe	312.04	7.51	1	1	0.018306	-0.003173	0.009933	0.093737	16950.04688	1.42	24	37	16	29	64	0	36	61	2632	0	309	0	8	448	18617	192	0	751	1002	0	134	151	515	120	5558	0	941	0	0	0	46	15	91	64	82	76	20	27	0	0	86	0	1.09E+15	21504	5599
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000157.spe	314.04	7.56	1	1	0.018306	-0.003173	0.009933	0.093737	15358.62793	1.39	0	0	5	0	53	7	51	74	1922	0	222	12	32	339	14775	226	0	586	691	0	104	105	472	0	5006	0	934	9	0	0	0	5	40	58	76	54	0	0	24	93	13	0	0	20048	5268
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000158.spe	316.04	7.59	1	1	0.018306	-0.003173	0.009933	0.093737	15653.91406	1.35	24	34	23	29	53	0	45	57	2523	0	223	7	0	403	16593	223	0	722	707	64	120	146	456	33	4885	0	739	0	0	0	0	9	12	108	79	85	6	93	38	0	8	0	1.10E+15	20334	5248
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000159.spe	318.04	7.6	1	1	0.018306	-0.003173	0.009933	0.093737	15048.64453	1.47	7	7	0	9	35	0	36	70	2540	0	315	0	7	385	14481	122	0	640	698	128	79	73	350	66	4797	0	725	0	0	0	0	30	0	49	35	46	12	35	0	0	76	14	3.88E+14	19598	4968
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000160.spe	320.04	7.62	1	1	0.018306	-0.003173	0.009933	0.093737	14619.66406	1.55	8	18	22	33	46	7	46	71	2536	6	236	20	18	446	16132	62	4	529	626	60	0	118	422	62	4410	0	679	8	0	0	0	20	33	49	61	35	83	35	0	0	132	13	0	18965	4693
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000161.spe	322.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	13668.91211	1.38	9	6	17	0	45	0	44	42	2076	0	211	0	0	346	12403	217	0	531	613	57	0	56	258	63	4332	0	724	0	0	0	0	21	0	105	19	41	52	0	0	0	0	0	5.53E+14	18361	4977
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000162.spe	324.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	14138.29004	1.37	15	13	14	0	41	0	59	36	2060	0	298	17	0	320	16205	158	0	368	461	51	0	77	326	6	4618	0	852	0	0	0	17	23	0	49	50	112	105	0	0	62	39	18	0	18031	5138
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000163.spe	326.04	7.74	1	1	0.018306	-0.003173	0.009933	0.093737	13194.83789	1.35	0	0	0	8	44	0	63	26	1565	15	170	5	0	264	10220	97	0	475	461	0	0	5	398	0	4420	0	744	0	0	0	0	18	25	77	53	24	174	46	96	0	45	0	7.49E+14	18690	4756
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000164.spe	328.04	7.75	1	1	0.018306	-0.003173	0.009933	0.093737	11367.73047	1.21	21	9	21	7	32	0	67	23	1211	0	162	14	0	189	8239	99	0	314	460	13	20	95	241	0	3671	0	691	0	0	0	0	0	0	42	20	83	36	0	52	74	0	11	0	15840	4248
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000165.spe	330.04	7.75	1	1	0.018306	-0.003173	0.009933	0.093737	14810.15625	1.46	22	0	18	32	53	7	55	69	2266	7	259	0	12	275	17188	188	0	500	573	0	56	125	411	24	4977	0	824	7	0	6	0	0	42	113	125	42	81	18	27	120	23	0	4.99E+14	18710	5293
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000166.spe	332.04	7.75	1	1	0.018306	-0.003173	0.009933	0.093737	16788.25781	1.43	10	6	20	22	73	6	34	91	3020	0	394	10	12	446	24371	214	0	614	650	40	130	94	264	72	5305	0	818	0	0	0	0	0	47	77	62	86	8	0	23	80	87	16	8.44E+14	20133	5574
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000167.spe	334.04	7.75	1	1	0.018306	-0.003173	0.009933	0.093737	15666.21484	1.48	14	15	13	13	49	14	51	60	2769	24	273	20	19	373	17610	116	0	500	755	0	18	139	296	99	5442	0	815	6	0	0	0	0	24	63	62	37	28	70	0	0	109	0	6.17E+14	19759	5394
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000168.spe	336.04	7.77	1	1	0.018306	-0.003173	0.009933	0.093737	14682.56445	1.24	0	26	5	26	39	0	56	58	2496	0	271	11	0	373	13609	135	0	468	732	0	0	105	320	0	4905	8	777	4	0	0	0	0	40	51	47	0	31	62	29	43	76	0	1.49E+14	19632	5287
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000169.spe	338.04	7.78	1	1	0.018306	-0.003173	0.009933	0.093737	15639.31641	1.55	0	0	13	9	47	9	42	83	2711	0	360	0	20	361	16765	213	0	584	676	76	14	78	271	43	5189	0	686	0	0	0	0	0	11	146	86	40	65	48	0	0	0	19	0	19976	5454
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000170.spe	340.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	16423.57422	1.52	16	19	13	14	41	17	32	98	3164	0	417	0	14	410	19289	220	0	674	928	26	230	135	423	23	5414	0	749	0	0	13	0	42	39	78	70	16	0	0	0	74	38	0	0	20149	5586
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000171.spe	342.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	16491.07227	1.34	0	0	28	33	31	0	40	107	3393	6	467	17	6	422	21074	310	0	606	824	81	16	125	359	36	5115	26	1007	0	0	18	0	19	12	87	128	83	134	12	88	45	61	0	0	20166	5717
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000172.spe	344.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	16058.79395	1.31	17	13	18	16	13	0	36	55	2805	32	434	38	26	414	18762	270	0	576	905	47	55	47	350	0	4944	24	787	4	0	0	0	0	36	57	102	57	88	138	98	0	40	23	0	20589	5659
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000173.spe	346.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	15519.01953	1.32	8	0	27	0	47	8	53	84	2543	5	520	36	20	370	17969	192	0	446	844	34	0	66	229	96	4849	35	872	13	0	0	0	8	19	88	92	65	163	20	11	0	37	9	0	19191	5520
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000174.spe	348.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	15616.71387	1.45	21	0	0	17	31	0	31	59	2934	0	387	31	28	416	17263	239	10	594	876	0	0	91	242	42	4616	56	776	0	0	0	4	9	45	103	114	88	78	94	0	0	23	0	0	19609	5386
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000175.spe	350.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	16793.85547	1.43	12	0	53	22	43	9	34	102	3174	0	534	64	8	474	19279	156	0	591	983	0	81	85	277	187	5016	90	919	5	0	0	0	18	53	46	100	42	11	0	0	96	99	0	0	20813	5679
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000176.spe	352.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	17091.83984	1.45	0	14	51	0	48	0	35	106	2839	0	545	0	12	499	21474	142	0	599	791	15	81	173	221	55	4746	0	880	0	0	5	0	18	21	84	36	76	21	109	41	0	82	6	5.63E+14	21325	5707
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000177.spe	354.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	15570.01855	1.64	6	17	38	24	48	15	65	56	1971	21	370	37	16	382	14802	133	0	441	585	0	68	142	255	0	3671	0	925	17	0	0	8	0	64	66	80	41	11	0	0	33	111	11	0	21153	5811
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000178.spe	356.04	7.74	1	1	0.018306	-0.003173	0.009933	0.093737	16301.58008	1.65	0	0	4	0	48	0	52	43	1366	11	350	18	15	275	14894	191	0	394	458	0	0	183	331	64	3320	69	883	0	0	10	0	38	44	94	73	10	101	0	18	0	0	4	0	22625	5974
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000179.spe	358.04	7.76	1	1	0.018306	-0.003173	0.009933	0.093737	15718.61035	1.54	0	0	13	0	39	0	75	53	1538	0	390	13	7	289	15570	223	0	585	501	0	46	106	342	112	3074	0	909	0	0	0	0	4	31	97	61	59	58	61	0	40	9	12	8.48E+13	20972	5340
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000180.spe	360.04	7.77	1	1	0.018306	-0.003173	0.009933	0.093737	12484.97266	1.25	19	13	39	18	38	13	64	17	951	0	217	11	13	197	11021	92	0	335	354	0	48	25	187	0	2786	0	869	0	0	0	0	28	38	94	23	30	13	0	0	92	57	15	0	17123	4958
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000181.spe	362.04	7.78	1	1	0.018306	-0.003173	0.009933	0.093737	14367.07813	1.32	29	18	31	18	50	0	66	93	2597	0	553	24	24	403	19675	220	0	334	592	13	0	110	308	4	3880	129	851	6	0	0	0	0	20	50	101	34	104	16	0	63	75	17	1.95E+14	16884	4996
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000182.spe	364.04	7.78	1	1	0.018306	-0.003173	0.009933	0.093737	15330.53027	1.37	19	0	24	0	70	8	61	77	2730	6	534	26	20	430	19877	278	0	529	595	41	132	189	340	103	4582	0	846	10	0	0	0	0	0	103	100	0	10	0	114	104	0	18	6.86E+13	18184	5403
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000183.spe	366.04	7.78	1	1	0.018306	-0.003173	0.009933	0.093737	15148.13867	1.4	26	15	28	31	46	18	75	44	2586	0	454	51	13	365	17300	145	5	456	490	0	0	73	239	0	4187	0	744	9	8	0	7	36	46	41	104	50	88	30	10	0	122	9	1.54E+15	19456	5329
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000184.spe	368.04	7.79	1	1	0.018306	-0.003173	0.009933	0.093737	16027.49512	1.39	30	12	50	23	46	12	46	87	3120	0	564	36	10	443	21576	214	0	477	619	0	61	118	414	21	4985	0	1075	12	0	8	0	28	54	99	129	9	35	16	27	18	109	9	0	19294	5590
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000185.spe	370.04	7.8	1	1	0.018306	-0.003173	0.009933	0.093737	13633.61719	1.32	16	22	16	15	44	4	51	33	1741	0	333	32	0	277	11504	167	0	316	388	0	80	102	233	108	4737	0	915	0	0	0	0	22	33	81	55	47	0	0	0	7	5	17	0	18501	5250
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000186.spe	372.04	7.81	1	1	0.018306	-0.003173	0.009933	0.093737	14503.1709	1.28	0	0	28	29	52	7	59	58	2570	0	451	6	7	375	17220	198	9	364	510	0	100	181	359	63	4691	45	826	6	0	5	0	33	71	58	55	36	0	29	58	42	83	0	0	17937	5111
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000187.spe	374.04	7.81	1	1	0.018306	-0.003173	0.009933	0.093737	14474.77246	1.45	0	0	25	35	51	0	25	57	2775	30	490	17	29	442	19773	183	0	399	490	0	0	155	427	24	4246	13	773	20	0	15	0	0	79	70	68	0	156	0	0	0	48	0	0	17058	4993
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000188.spe	376.04	7.81	1	1	0.018306	-0.003173	0.009933	0.093737	15274.73145	1.55	0	0	14	12	54	0	41	77	3292	17	625	6	16	476	23638	168	0	348	513	11	144	149	346	17	4380	0	831	0	0	0	0	0	47	66	99	93	0	0	0	147	126	0	0	17693	5178
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000189.spe	378.04	7.81	1	1	0.018306	-0.003173	0.009933	0.093737	15399.42578	1.52	18	10	35	29	59	0	40	82	3318	0	648	57	0	500	23704	171	0	452	529	14	0	49	367	109	4315	97	1003	0	0	0	0	0	29	74	106	54	139	20	32	41	120	13	0	17563	5201
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000190.spe	380.04	7.81	1	1	0.018306	-0.003173	0.009933	0.093737	15225.43555	1.73	0	0	20	28	68	15	76	117	2516	0	537	46	4	391	22922	274	0	377	474	16	102	70	210	91	4027	0	960	0	0	0	0	0	49	73	141	140	0	0	0	97	11	4	3.19E+14	18033	5375
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000191.spe	382.04	7.81	1	1	0.018306	-0.003173	0.009933	0.093737	16706.95898	1.6	0	14	33	28	67	10	49	92	2649	28	549	38	7	411	22457	237	0	465	482	76	69	154	272	20	4523	0	916	5	0	0	0	0	0	87	98	52	69	14	0	50	44	0	0	20245	5677
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000192.spe	384.04	7.81	1	1	0.018306	-0.003173	0.009933	0.093737	16225.28613	1.45	22	22	35	26	41	11	39	69	2778	0	526	46	21	449	22726	170	0	518	635	0	52	206	321	74	4435	0	950	14	0	0	0	59	76	60	56	49	75	0	70	24	146	0	0	19417	5426
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000193.spe	386.04	7.8	1	1	0.018306	-0.003173	0.009933	0.093737	15406.625	1.55	0	0	20	33	51	17	48	72	2940	0	549	44	4	466	23717	258	0	454	493	0	18	161	300	0	3898	16	783	8	0	7	29	5	23	107	56	50	141	84	0	0	58	0	4.31E+14	18405	4927
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000194.spe	388.04	7.76	1	1	0.018306	-0.003173	0.009933	0.093737	13796.10742	1.28	7	18	30	19	30	0	46	69	2423	0	550	0	20	360	21823	234	0	330	399	79	0	130	407	102	3278	29	966	0	0	0	0	5	0	44	102	19	105	94	100	61	71	0	4.96E+14	16081	4898
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000195.spe	390.04	7.77	1	1	0.018306	-0.003173	0.009933	0.093737	14018.69531	1.44	0	6	23	0	22	0	45	59	2703	0	686	7	7	447	24336	191	0	289	309	44	47	136	275	80	3097	37	855	0	0	0	0	6	0	68	51	39	32	23	86	143	108	0	1.10E+15	15323	4937
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000196.spe	392.04	7.77	1	1	0.018306	-0.003173	0.009933	0.093737	14252.58398	1.52	6	0	38	18	22	0	53	101	2542	0	730	21	33	401	26356	134	0	250	239	25	150	80	228	70	3125	111	934	8	0	15	0	0	8	61	83	0	0	26	0	56	191	0	0	15605	5253
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000197.spe	394.04	7.77	1	1	0.018306	-0.003173	0.009933	0.093737	14391.37695	1.5	19	23	33	34	31	12	29	99	2399	6	767	0	15	398	25637	230	0	154	323	0	81	154	218	47	3040	76	984	0	0	0	11	0	12	22	0	10	0	12	0	81	93	11	0	16121	5227
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000198.spe	396.04	7.77	1	1	0.018306	-0.003173	0.009933	0.093737	15179.23633	1.49	0	0	44	0	32	0	39	115	2492	0	767	58	16	443	27828	389	0	251	276	0	0	59	169	55	3292	40	935	0	0	0	4	0	54	94	101	80	0	0	0	126	53	0	7.21E+14	16791	5406
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000199.spe	398.04	7.77	1	1	0.018306	-0.003173	0.009933	0.093737	15704.61035	1.47	18	20	35	27	48	5	41	93	2632	0	743	40	6	464	28255	187	0	213	249	0	0	61	196	25	3580	48	951	11	0	0	0	0	51	50	111	14	107	105	0	128	134	5	1.20E+15	17743	5520
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000200.spe	400.04	7.8	1	1	0.018306	-0.003173	0.009933	0.093737	15205.83594	1.62	0	0	33	24	31	18	59	88	2756	6	629	19	37	487	23546	252	22	363	503	0	0	78	257	25	3361	0	810	15	0	18	0	0	0	64	91	55	125	50	0	0	102	0	4.81E+14	17714	5351
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000201.spe	402.04	7.82	1	1	0.018306	-0.003173	0.009933	0.093737	15020.04492	1.42	8	27	41	26	49	8	69	89	3017	0	694	38	21	477	26663	240	11	340	499	0	183	35	106	0	3295	28	847	9	0	0	0	5	63	92	103	50	0	137	0	101	100	0	8.65E+14	16078	5087
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000202.spe	404.04	7.82	1	1	0.018306	-0.003173	0.009933	0.093737	13323.33008	1.35	0	12	58	10	23	9	63	78	1896	0	730	8	22	349	23643	214	0	135	310	20	78	80	202	9	2838	47	781	0	0	0	26	14	50	74	85	86	14	5	0	41	140	0	1.67E+14	14732	4978
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000203.spe	406.04	7.82	1	1	0.018306	-0.003173	0.009933	0.093737	14899.25098	1.52	19	13	21	12	29	12	35	90	2365	0	709	30	16	442	24227	115	0	298	483	13	13	125	292	57	3513	53	910	0	0	0	14	27	25	68	57	41	100	75	0	0	182	5	6.64E+14	17414	5427
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000204.spe	408.04	7.83	1	1	0.018306	-0.003173	0.009933	0.093737	14315.37988	1.42	21	16	43	0	37	14	39	83	1946	0	491	8	4	335	19832	131	0	364	359	50	0	74	276	0	3635	28	876	0	0	0	0	4	0	13	80	29	74	95	23	0	112	22	1.14E+15	17597	5317
