"depth","MSE","cps","validity","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","As","Se","Br","Rb","Sr","Y","Zr","Sn","Cs","Ba","Ta","W","Ir","Pt","Au","Hg","Pb","Th","U","Mo inc","Mo coh","filename","position","sample surface","revalidity","E-gain","E-offset","F-slope","F-offset","kcps","Fe a*2","S1","S2","S3","label","qc"
1724,1.59,52561,TRUE,0,0,44,0,28,13,40,118,1945,0,923,39,8,410,30410,189,0,59,66,34,14,54,34,79,1509,111,818,0,0,10,0,14,19,59,15,26,45,8,10,11003,4372,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000313.spe",626.04,7.35,1,0.018304,-0.003173,0.009906,0.093737,12008.39746,35,108,8,1.92e+13,"S3",TRUE
1726,1.63,58850,TRUE,0,8,31,10,29,13,49,140,2043,22,1108,64,13,464,35311,107,0,101,70,64,0,37,76,118,1594,106,786,0,0,0,0,0,0,31,80,37,91,0,0,11692,4448,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000314.spe",628.04,7.37,1,0.018304,-0.003173,0.009906,0.093737,12924.15234,107,166,0,6.14e+14,"S3",TRUE
1728,1.32,50871,TRUE,0,0,11,0,18,0,49,109,1732,8,876,47,0,363,28998,252,0,83,106,107,0,109,70,45,1451,6,875,0,0,0,0,14,0,41,66,41,121,38,0,10945,4290,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000315.spe",630.04,7.4,1,0.018304,-0.003173,0.009906,0.093737,11755.70996,0,98,0,9.44e+13,"S3",TRUE
1730,1.32,40488,TRUE,7,0,0,0,16,11,56,61,1273,0,581,17,0,287,20781,216,0,14,62,39,44,105,19,113,1441,76,729,6,0,10,0,18,26,8,95,52,32,75,16,10199,3959,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000316.spe",632.04,7.43,1,0.018304,-0.003173,0.009906,0.093737,10172.08887,44,24,15,6.49e+14,"S3",TRUE
1732,1.81,37187,FALSE,NA,NA,14,NA,25,16,64,61,1107,NA,497,27,6,232,17958,218,NA,40,53,108,9,42,60,39,1360,NA,749,6,8,16,18,28,NA,23,85,29,59,NA,30,NA,NA,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000317.spe",634.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S3",FALSE
1734,1.21,42794,TRUE,9,0,26,4,15,0,30,93,1493,0,710,34,0,311,23228,212,0,25,81,43,0,60,0,59,1449,51,697,0,0,0,26,10,29,25,45,66,78,0,11,9998,3843,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000318.spe",636.04,7.48,1,0.018304,-0.003173,0.009906,0.093737,10340.68066,33,86,19,5.16e+14,"S3",FALSE
1736,1.42,48955,TRUE,5,8,29,0,22,0,44,82,1891,0,825,42,34,376,27988,152,22,41,49,49,40,77,0,113,1432,43,815,0,0,0,9,10,0,0,18,72,14,0,0,10435,4139,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000319.spe",638.04,7.48,1,0.018304,-0.003173,0.009906,0.093737,11285.33203,79,149,0,3.76e+14,"S3",TRUE
1738,1.51,53897,TRUE,0,0,47,0,0,0,27,90,2281,0,999,24,37,454,31735,168,0,40,81,87,22,35,63,42,1622,0,731,0,0,0,0,27,0,0,22,0,0,46,0,10872,4345,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000320.spe",640.04,7.48,1,0.018304,-0.003173,0.009906,0.093737,12170.78809,0,171,0,5.81e+14,"S3",TRUE
1740,1.59,57167,TRUE,0,0,32,0,0,0,27,117,2229,0,1059,49,5,465,32985,346,0,85,93,50,0,73,92,103,1827,71,769,0,0,0,0,19,12,63,42,82,82,64,91,11765,4419,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000321.spe",642.04,7.48,1,0.018304,-0.003173,0.009906,0.093737,12697.86328,51,87,0,4.56e+14,"S3",TRUE
1742,1.54,54340,TRUE,0,27,43,0,19,0,30,89,2109,15,833,26,31,393,29132,324,0,90,98,8,57,56,85,80,1906,12,827,4,0,0,9,0,36,34,20,0,8,6,0,13388,4456,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000322.spe",644.04,7.5,1,0.018304,-0.003173,0.009906,0.093737,13119.74219,89,40,4,0,"S3",TRUE
1744,1.3,55817,TRUE,0,0,37,13,31,0,15,108,2158,0,827,44,11,412,28172,241,0,127,169,17,9,73,125,86,2245,62,746,0,0,7,0,0,39,63,85,47,89,0,28,14966,4725,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000323.spe",646.04,7.51,1,0.018304,-0.003173,0.009906,0.093737,13874.00293,40,125,0,6.47e+14,"S3",TRUE
1746,1.19,45804,TRUE,0,12,14,8,21,0,43,56,1810,16,596,23,0,355,19133,250,9,215,230,0,68,61,83,43,2288,32,823,5,0,0,0,18,60,70,95,57,33,52,0,14728,4492,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000324.spe",648.04,7.5,1,0.018304,-0.003173,0.009906,0.093737,12474.07227,5,0,14,1.4e+15,"S3",TRUE
1748,1.11,27024,FALSE,14,11,14,NA,18,NA,49,NA,414,NA,48,NA,NA,70,3131,37,NA,126,153,43,NA,27,37,33,2319,NA,745,7,NA,NA,NA,NA,NA,72,36,24,87,NA,NA,NA,NA,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000325.spe",650.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S3",FALSE
1750,1.15,41138,TRUE,0,0,17,0,35,8,22,35,1612,0,207,20,4,319,9074,68,19,416,474,43,104,151,182,43,3260,0,857,9,0,0,0,0,0,69,89,63,0,109,0,18753,5068,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000326.spe",652.04,7.51,1,0.018304,-0.003173,0.009906,0.093737,13766.20801,8,83,8,0,"S3",FALSE
1752,1.21,50119,TRUE,0,11,21,0,32,0,29,35,2212,0,307,0,5,399,13979,146,0,490,574,21,17,221,286,64,4208,0,802,12,0,0,0,0,32,111,128,67,123,0,30,20470,5230,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000327.spe",654.04,7.51,1,0.018304,-0.003173,0.009906,0.093737,15271.43359,57,0,9,0,"S3",TRUE
1754,1.57,45623,TRUE,0,0,0,0,38,19,50,40,1939,0,181,17,24,351,8885,36,0,495,607,0,159,68,287,75,4630,0,754,5,6,9,0,0,0,126,94,58,0,32,0,21072,5551,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000328.spe",656.04,7.52,1,0.018304,-0.003173,0.009906,0.093737,15251.43457,15,86,10,0,"S3",TRUE
1756,1.28,45343,TRUE,44,7,29,28,41,10,47,30,1791,0,188,0,9,281,10287,195,0,350,408,110,185,114,299,0,3860,0,808,0,0,0,0,22,0,49,8,57,0,0,0,20485,5578,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000329.spe",658.04,7.53,1,0.018304,-0.003173,0.009906,0.093737,14434.27441,23,0,14,0,"S3",TRUE
1758,1.25,44587,TRUE,0,0,7,0,23,0,48,9,1666,0,120,19,5,283,7445,143,0,429,506,20,4,143,214,0,4205,0,753,5,0,0,0,8,36,68,22,80,83,0,7,22701,5535,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000330.spe",660.04,7.58,1,0.018304,-0.003173,0.009906,0.093737,15252.0332,0,5,6,8.89e+14,"S3",TRUE
1760,1.49,47405,TRUE,0,0,20,15,46,8,38,17,1408,7,103,12,13,257,8520,64,11,446,520,18,167,66,352,0,3866,0,828,0,0,0,0,0,0,67,75,0,4,20,0,24779,5658,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000331.spe",662.04,7.59,1,0.018304,-0.003173,0.009906,0.093737,16385.97461,0,62,0,2.36e+14,"S3",TRUE
1762,1.31,47218,TRUE,0,0,0,24,37,0,33,34,1788,0,138,19,10,314,10350,116,0,394,542,53,35,79,290,0,3781,0,872,10,0,0,0,16,0,65,58,41,112,58,0,22661,5288,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000332.spe",664.04,7.59,1,0.018304,-0.003173,0.009906,0.093737,15637.81445,0,30,0,0,"S3",TRUE
1764,1.41,39402,TRUE,0,0,15,14,21,11,42,15,660,11,64,0,0,137,6400,156,0,187,323,0,38,77,244,60,3877,0,889,12,0,0,55,0,42,50,58,58,70,0,18,20561,5217,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000333.spe",666.04,7.63,1,0.018304,-0.003173,0.009906,0.093737,13592.51758,20,0,9,0,"S3",TRUE
1766,1.81,39015,TRUE,0,0,0,5,53,0,60,22,715,22,103,15,11,147,6172,116,0,239,267,12,0,96,234,58,3941,43,783,9,4,8,0,13,17,46,78,39,99,15,0,20245,5328,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000334.spe",668.04,7.65,1,0.018304,-0.003173,0.009906,0.093737,13269.43457,0,0,6,1.8e+14,"S3",TRUE
1768,1.37,39239,TRUE,14,13,24,13,32,0,52,32,1243,0,128,13,0,207,7262,92,0,343,351,21,80,72,253,21,4150,0,782,0,0,0,0,9,0,24,45,54,19,70,0,18850,4970,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000335.spe",670.04,7.65,1,0.018304,-0.003173,0.009906,0.093737,13067.1416,0,39,0,1.08e+14,"S3",TRUE
1770,1.37,34442,TRUE,0,11,11,9,22,17,46,10,607,12,62,5,16,105,3133,81,0,197,243,0,116,0,213,98,4622,61,759,0,0,0,0,19,68,58,39,7,6,0,0,18484,5290,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000336.spe",672.04,7.65,1,0.018304,-0.003173,0.009906,0.093737,11962.29883,15,0,19,2.03e+14,"S3",TRUE
1772,1.48,27979,FALSE,NA,NA,NA,NA,12,NA,56,11,136,NA,17,NA,15,26,841,50,8,89,165,15,NA,87,240,45,4112,44,758,NA,NA,NA,NA,9,4,39,48,5,10,NA,41,NA,NA,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000337.spe",674.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S3",FALSE
1774,1.29,38052,TRUE,17,29,24,23,17,0,38,28,1678,6,138,0,0,272,6155,109,0,388,534,32,41,53,186,45,4756,0,830,0,0,0,0,0,0,72,38,66,0,0,74,17528,4823,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000338.spe",676.04,7.66,1,0.018304,-0.003173,0.009906,0.093737,12512.87109,52,5,0,1.09e+15,"S3",FALSE
1776,1.42,42898,TRUE,0,5,31,10,60,19,27,56,2183,0,161,25,6,318,8993,175,15,382,633,0,110,58,228,117,4650,0,808,0,0,0,13,15,70,82,59,43,0,39,0,18375,5085,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000339.spe",678.04,7.66,1,0.018304,-0.003173,0.009906,0.093737,13357.8291,47,0,0,4.39e+14,"S3",TRUE
1778,1.28,46164,TRUE,25,19,25,19,33,5,35,70,2716,0,220,0,9,374,11581,101,0,502,677,0,0,44,363,91,4797,0,790,0,0,7,0,0,29,124,103,51,64,14,15,18293,4951,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000340.spe",680.04,7.69,1,0.018304,-0.003173,0.009906,0.093737,14061.59473,17,53,25,0,"S3",TRUE
1780,1.32,43709,TRUE,0,16,4,11,19,0,35,55,2176,0,258,0,31,339,10723,79,6,415,573,0,22,111,329,38,4559,0,770,0,0,0,15,0,57,66,70,58,33,56,0,17754,5031,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000341.spe",682.04,7.7,1,0.018304,-0.003173,0.009906,0.093737,13411.12695,0,41,11,0,"S3",TRUE
1782,1.32,42597,TRUE,0,0,16,0,38,0,48,61,2237,27,180,5,6,301,8873,52,0,516,648,0,119,88,354,47,5007,0,825,15,0,14,0,33,42,86,50,46,0,34,42,17648,5084,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000342.spe",684.04,7.7,1,0.018304,-0.003173,0.009906,0.093737,13371.8291,55,71,24,1.32e+14,"S3",TRUE
1784,1.4,36233,TRUE,0,5,9,6,27,13,50,22,896,12,95,6,0,138,4633,92,0,291,336,0,0,0,270,0,4397,14,841,0,0,0,0,17,9,63,0,23,76,149,18,18493,5232,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000343.spe",686.04,7.71,1,0.018304,-0.003173,0.009906,0.093737,12260.7832,0,0,10,0,"S3",TRUE
1786,1.43,34980,TRUE,0,6,5,0,23,9,47,27,770,0,73,5,21,98,4491,102,0,253,368,15,0,6,234,0,3817,0,813,0,0,8,0,16,0,119,41,16,78,26,4,18488,5001,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000344.spe",688.04,7.74,1,0.018304,-0.003173,0.009906,0.093737,12147.79004,0,0,22,0,"S3",TRUE
1788,1.54,43803,TRUE,13,6,8,9,26,13,58,47,1081,0,146,26,17,180,7769,143,0,369,449,0,231,119,373,0,4353,14,981,5,0,12,0,0,41,50,43,0,0,33,0,21532,5627,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000345.spe",690.04,7.76,1,0.018304,-0.003173,0.009906,0.093737,14648.86426,29,23,8,0,"S3",TRUE
1790,1.18,34941,TRUE,9,0,9,16,50,4,55,18,867,5,81,0,10,149,4867,56,0,308,362,34,28,167,155,102,3535,0,724,7,0,12,0,4,14,37,37,58,24,0,0,18340,4797,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000346.spe",692.04,7.76,1,0.018304,-0.003173,0.009906,0.093737,12199.78125,0,33,0,1.62e+14,"S3",TRUE
1792,2.07,37906,TRUE,0,0,0,0,36,7,45,30,1128,0,139,28,10,179,6249,77,0,446,523,0,26,82,206,0,3643,0,759,6,0,0,0,0,0,61,34,44,56,19,0,19112,4961,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000347.spe",694.04,7.78,1,0.018304,-0.003173,0.009906,0.093737,13185.13672,0,10,6,0,"S3",FALSE
1794,1.31,50667,TRUE,0,0,11,5,17,0,26,67,2199,16,247,30,22,376,9130,194,7,706,949,53,14,164,428,0,5450,43,848,7,0,0,0,0,25,72,148,58,151,48,0,23271,5867,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000348.spe",696.04,7.78,1,0.018304,-0.003173,0.009906,0.093737,16410.27734,18,0,4,6.1e+14,"S3",TRUE
1796,1.52,47641,TRUE,0,0,5,16,19,0,36,47,1599,0,258,0,9,302,10341,175,0,690,714,0,48,43,388,67,4376,0,809,7,0,7,0,0,67,135,82,36,65,0,61,21756,5447,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000349.spe",698.04,7.78,1,0.018304,-0.003173,0.009906,0.093737,15661.31152,36,8,0,0,"S3",TRUE
1798,1.29,43641,TRUE,0,21,6,7,17,7,31,48,1207,5,210,14,7,196,7228,126,0,593,616,0,137,98,450,0,4323,0,816,0,0,0,0,36,0,83,42,0,0,0,0,21713,5547,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000350.spe",700.04,7.78,1,0.018304,-0.003173,0.009906,0.093737,15196.2373,57,8,9,0,"S3",TRUE
1800,1.59,59257,TRUE,0,0,12,9,122,0,43,53,1943,8,265,0,12,333,21787,215,0,700,875,5,138,198,466,131,4286,0,829,0,0,5,0,6,0,22,103,53,0,112,46,20897,5447,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000351.spe",702.04,7.81,1,0.018304,-0.003173,0.009906,0.093737,16615.66797,136,57,15,6.4e+14,"S3",TRUE
1802,1.4,42255,TRUE,11,10,17,8,35,0,32,60,1180,0,207,8,19,178,7678,94,0,540,579,8,45,144,263,44,3499,0,788,9,0,0,0,21,0,63,97,38,61,31,0,21121,5367,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000352.spe",704.04,7.83,1,0.018304,-0.003173,0.009906,0.093737,14743.95898,0,30,0,1.38e+15,"S3",TRUE
1804,1.37,45246,TRUE,0,5,14,6,33,0,39,64,912,7,216,16,0,210,10136,54,0,558,389,26,39,139,323,67,3188,0,850,0,0,4,0,32,27,113,98,57,75,0,0,22054,5477,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000353.spe",706.04,7.83,1,0.018304,-0.003173,0.009906,0.093737,15451.625,18,93,15,0,"S3",TRUE
1806,1.33,47411,TRUE,8,0,0,6,49,0,33,52,977,0,243,28,16,180,10829,214,0,470,390,0,154,83,208,213,3162,0,981,0,0,0,0,10,32,101,90,136,0,0,0,23200,5486,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000354.spe",708.04,7.83,1,0.018304,-0.003173,0.009906,0.093737,15812.50391,60,0,17,4.88e+14,"S3",TRUE
1808,1.3,50096,TRUE,8,0,16,13,17,0,7,36,796,0,191,20,7,179,9681,83,0,592,572,0,6,95,366,60,3821,0,919,0,0,0,30,0,71,69,21,53,31,0,0,26199,6137,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000355.spe",710.04,7.83,1,0.018304,-0.003173,0.009906,0.093737,17525.32031,0,87,0,0,"S3",TRUE
1810,1.19,51229,TRUE,0,5,0,8,36,0,51,56,1594,6,289,15,12,282,10781,86,6,765,689,46,47,148,372,59,3668,120,1070,0,0,0,0,0,0,37,59,20,41,10,58,24647,6057,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000356.spe",712.04,7.84,1,0.018304,-0.003173,0.009906,0.093737,16971.3457,89,59,8,6.23e+14,"S3",TRUE
1812,1.2,46286,TRUE,7,5,25,24,27,7,53,64,1272,0,242,0,15,212,9818,181,0,531,566,0,0,221,370,120,3381,0,828,0,0,0,29,0,55,34,121,30,77,9,122,22120,5676,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000357.spe",714.04,7.86,1,0.018304,-0.003173,0.009906,0.093737,15294.53027,44,0,0,6.54e+14,"S3",TRUE
1814,1.22,43882,TRUE,43,30,30,15,29,18,41,62,1290,0,299,14,0,229,10432,197,0,568,528,44,0,110,331,21,3007,42,849,0,0,9,0,12,0,74,84,50,0,25,6,19924,5388,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000358.spe",716.04,7.84,1,0.018304,-0.003173,0.009906,0.093737,14466.67383,81,6,33,9.96e+14,"S3",TRUE
1816,1.29,50715,TRUE,0,13,24,20,30,7,18,76,1279,0,336,34,10,242,13288,209,0,623,536,54,87,110,300,0,3138,39,1069,0,0,0,0,0,0,33,129,71,27,0,0,22545,6135,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000359.spe",718.04,7.78,1,0.018304,-0.003173,0.009906,0.093737,16339.37891,233,17,15,5.41e+14,"S3",TRUE
1818,1.35,48970,TRUE,0,4,6,0,20,6,12,47,785,0,204,0,19,160,9274,159,0,476,422,0,0,184,287,0,2580,0,1021,0,0,0,0,13,27,64,61,67,107,0,0,26705,6260,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000360.spe",720.04,7.76,1,0.018304,-0.003173,0.009906,0.093737,17858.50391,0,5,12,1.24e+15,"S3",TRUE
1820,1.63,40775,TRUE,0,0,19,9,28,10,32,21,371,5,110,7,0,50,4294,99,0,357,280,73,58,59,286,120,1692,0,932,0,0,0,0,0,0,156,186,110,81,65,0,25753,5501,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000361.spe",722.04,7.76,1,0.018304,-0.003173,0.009906,0.093737,16134.48926,11,13,0,1.02e+15,"S3",TRUE
1822,1.67,46276,TRUE,0,11,17,11,35,9,17,39,587,0,133,7,0,88,7006,145,0,436,405,0,0,50,240,18,1584,0,894,0,0,0,0,0,0,104,65,71,149,9,0,28189,5952,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000362.spe",724.04,7.76,1,0.018304,-0.003173,0.009906,0.093737,18060.0918,5,0,17,1.14e+14,"S3",TRUE
1824,1.53,54678,TRUE,14,4,9,16,30,8,24,64,909,0,228,17,0,230,10375,89,0,645,492,0,69,198,457,97,1908,0,1002,0,0,0,0,19,27,112,93,83,118,0,38,31150,6109,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000363.spe",726.04,7.76,1,0.018304,-0.003173,0.009906,0.093737,20400.07422,44,123,9,0,"S3",TRUE
1826,2.07,53419,TRUE,0,0,0,9,51,10,33,82,1579,0,302,26,31,304,13538,129,0,653,650,0,72,214,266,32,1759,0,995,7,0,0,0,0,63,81,110,104,92,0,0,26556,5513,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000364.spe",728.04,7.76,1,0.018304,-0.003173,0.009906,0.093737,18304.28125,158,57,15,5.26e+14,"S3",FALSE
1828,1.52,44989,TRUE,0,0,5,0,27,0,36,83,1539,0,354,10,5,247,12004,170,0,566,593,0,0,148,181,0,1675,0,549,0,0,0,0,0,55,88,84,81,74,69,0,21697,4600,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000365.spe",730.04,7.79,1,0.018304,-0.003173,0.009906,0.093737,15168.03711,49,56,0,7.73e+14,"S3",TRUE
1830,1.42,39765,TRUE,0,0,17,30,27,0,28,61,1062,0,211,4,14,214,9982,159,0,659,512,22,33,69,261,76,2021,0,765,0,0,11,0,0,0,84,5,41,87,0,50,18893,4367,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000366.spe",732.04,7.73,1,0.018304,-0.003173,0.009906,0.093737,13422.52637,0,0,0,4.19e+13,"S3",TRUE
1832,1.52,42498,TRUE,0,0,0,5,38,10,32,77,1457,17,386,16,7,283,14396,148,0,709,470,0,160,23,298,0,2283,0,679,0,0,0,0,14,27,98,67,0,0,17,6,16327,4326,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000367.spe",734.04,7.73,1,0.018304,-0.003173,0.009906,0.093737,12852.55273,122,65,0,2.93e+14,"S3",TRUE
1834,1.36,36084,TRUE,0,0,22,0,23,6,28,80,1306,0,371,14,6,232,15231,174,0,298,282,7,0,21,159,74,1598,0,410,0,0,11,0,12,0,38,18,24,57,0,11,11981,3537,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000368.spe",736.04,7.75,1,0.018304,-0.003173,0.009906,0.093737,10203.3877,53,54,17,0,"S3",TRUE
1836,1.17,37428,TRUE,0,9,7,16,29,0,10,67,1436,0,341,11,24,234,12269,189,0,402,468,0,91,0,271,56,2522,69,731,0,0,0,0,9,47,94,88,53,0,0,0,13893,3926,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000369.spe",738.04,7.8,1,0.018304,-0.003173,0.009906,0.093737,10841.6543,66,0,4,2.71e+14,"S3",TRUE
1838,1.28,46657,TRUE,0,0,29,10,30,6,31,77,2406,6,553,7,19,355,20021,264,0,468,549,0,11,0,313,73,2745,52,573,0,0,19,0,15,18,66,0,0,0,0,62,13753,4012,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000370.spe",740.04,7.82,1,0.018304,-0.003173,0.009906,0.093737,12330.58105,114,66,0,9.57e+14,"S3",TRUE
1840,1.43,50063,TRUE,19,0,23,0,9,0,14,81,2133,0,543,30,8,367,20283,177,0,401,544,0,129,64,273,85,3201,58,767,0,0,17,0,0,57,117,105,40,0,10,74,15895,4426,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000371.spe",742.04,7.82,1,0.018304,-0.003173,0.009906,0.093737,13404.32715,113,67,6,1.12e+15,"S3",TRUE
1842,1.43,49181,TRUE,8,8,37,15,36,0,19,94,2138,0,499,28,0,339,18481,172,0,471,620,13,59,110,275,24,3315,0,788,0,0,10,0,20,44,61,67,83,47,156,0,16215,4929,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000372.spe",744.04,7.84,1,0.018304,-0.003173,0.009906,0.093737,13437.32422,0,84,0,3.71e+14,"S3",TRUE
1844,1.56,55059,TRUE,0,5,38,0,29,10,36,93,2204,0,596,45,11,379,21589,132,0,459,536,109,0,68,326,85,3606,89,970,0,0,9,0,0,0,90,142,97,198,166,77,17632,5233,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000373.spe",746.04,7.85,1,0.018304,-0.003173,0.009906,0.093737,14934.9502,0,119,0,4.72e+14,"S3",TRUE
1846,1.46,41826,TRUE,7,0,26,0,30,0,51,43,1371,27,394,18,13,267,13982,262,0,319,343,55,0,89,174,88,2754,11,899,7,0,15,0,0,0,83,97,45,121,10,0,15328,4897,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000374.spe",748.04,7.91,1,0.018304,-0.003173,0.009906,0.093737,12146.19141,0,0,13,7.54e+14,"S3",TRUE
1848,1.4,40640,TRUE,0,0,13,14,21,14,41,59,1204,0,327,6,16,224,12578,120,0,217,262,19,54,68,194,69,2905,0,773,0,0,0,14,37,30,45,29,23,0,0,0,16193,4944,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000375.spe",750.04,7.95,1,0.018304,-0.003173,0.009906,0.093737,12243.98535,127,46,7,0,"S3",TRUE
