"depth","MSE","cps","validity","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","As","Se","Br","Rb","Sr","Y","Zr","Sn","Cs","Ba","Ta","W","Ir","Pt","Au","Hg","Pb","Th","U","Mo inc","Mo coh","filename","position","sample surface","revalidity","E-gain","E-offset","F-slope","F-offset","kcps","Fe a*2","S1","S2","S3","label","qc"
1850,1.41,44466,TRUE,14,11,22,15,42,0,41,48,1402,0,304,30,0,237,12404,196,34,444,368,40,27,94,221,0,3383,0,831,0,0,0,0,11,13,50,29,47,67,0,51,18942,5048,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000376.spe",752.04,7.96,1,0.018304,-0.003173,0.009906,0.093737,13755.50879,0,0,10,3.59e+14,"S3",TRUE
1852,1.22,43376,TRUE,0,0,6,0,22,0,31,48,1448,0,330,0,0,244,11318,143,0,348,456,0,82,163,282,85,3688,0,917,8,0,0,0,33,44,77,55,37,0,0,0,18415,4985,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000377.spe",754.04,7.99,1,0.018304,-0.003173,0.009906,0.093737,13389.72754,111,24,13,1.43e+13,"S3",TRUE
1854,1.44,45001,TRUE,0,0,16,18,29,0,39,32,1363,6,177,21,0,225,8361,101,0,562,658,29,86,47,295,37,4338,0,944,0,0,0,0,26,28,93,90,70,0,0,0,21678,5544,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000378.spe",756.04,7.99,1,0.018304,-0.003173,0.009906,0.093737,15065.24414,88,0,0,5.22e+14,"S3",TRUE
1856,1.23,46094,TRUE,10,20,22,0,28,14,55,67,1011,0,177,0,14,156,7556,120,0,605,561,0,0,156,453,0,3516,0,1003,0,0,6,0,45,52,101,72,33,77,91,0,24120,5891,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000379.spe",758.04,7.99,1,0.018304,-0.003173,0.009906,0.093737,15922.89941,62,0,14,2.73e+13,"S3",TRUE
1858,1.99,44269,TRUE,0,0,14,14,33,6,33,68,1163,0,206,19,18,199,8020,78,0,487,506,37,0,123,356,42,3384,0,875,0,5,16,12,5,18,98,71,21,152,0,0,22605,5585,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000380.spe",760.04,7.99,1,0.018304,-0.003173,0.009906,0.093737,15348.22754,0,17,11,8.04e+14,"S3",TRUE
1860,1.45,44840,TRUE,0,7,18,0,30,0,42,63,920,0,232,29,8,155,8366,92,0,481,263,0,84,125,284,0,3010,68,925,0,0,0,35,0,55,86,44,54,0,71,0,23384,5847,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000381.spe",762.04,7.99,1,0.018304,-0.003173,0.009906,0.093737,15700.51172,62,38,0,0,"S3",TRUE
1862,1.39,51529,TRUE,8,10,32,27,14,0,39,65,1154,0,267,5,4,199,11579,162,0,442,303,106,137,54,219,0,2958,0,1106,7,0,15,0,21,0,99,56,86,45,40,0,26026,6244,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000382.spe",764.04,8,1,0.018304,-0.003173,0.009906,0.093737,17322.83008,0,33,9,1.56e+14,"S3",TRUE
1864,1.47,50656,TRUE,9,29,17,41,35,24,47,39,1068,0,260,16,0,183,10810,128,0,383,304,0,65,94,289,118,3655,0,857,10,0,0,5,0,75,41,78,42,25,89,0,25528,6292,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000383.spe",766.04,8,1,0.018304,-0.003173,0.009906,0.093737,17011.24414,0,38,0,0,"S3",TRUE
1866,1.09,25666,FALSE,13,NA,8,8,NA,5,54,4,22,NA,6,NA,NA,12,856,29,NA,62,69,47,85,64,157,NA,1634,NA,616,NA,NA,8,4,NA,NA,26,40,NA,NA,NA,92,NA,NA,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000384.spe",768.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S3",FALSE
1868,1.39,32694,TRUE,0,0,0,11,9,0,36,12,228,11,36,0,12,38,1837,42,4,174,173,32,83,21,231,41,2709,4,905,0,0,8,0,44,0,57,0,0,0,0,0,20807,5008,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000385.spe",770.04,7.99,1,0.018304,-0.003173,0.009906,0.093737,12470.77246,121,0,17,7.45e+14,"S3",FALSE
1870,1.35,54299,TRUE,0,0,0,0,32,14,12,37,1061,13,211,5,0,214,8957,101,0,621,608,0,73,183,454,93,4316,0,901,4,0,0,25,0,0,66,115,30,17,0,0,29322,6814,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000386.spe",772.04,7.99,1,0.018304,-0.003173,0.009906,0.093737,19615.21484,0,20,23,1.39e+14,"S3",TRUE
1872,1.4,55401,TRUE,28,44,52,31,61,9,39,56,1321,0,259,6,33,254,11041,224,0,729,692,0,50,126,328,0,3736,0,1072,15,0,0,0,16,76,83,120,57,63,65,23,28230,6462,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000387.spe",774.04,7.99,1,0.018304,-0.003173,0.009906,0.093737,19526.81641,0,0,24,2.11e+14,"S3",TRUE
1874,1.41,53079,TRUE,0,0,20,14,5,0,26,43,1288,0,248,13,25,242,10628,107,0,687,764,25,50,118,341,133,3593,0,825,23,0,0,0,0,21,94,57,102,44,0,0,27262,6281,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000388.spe",776.04,8,1,0.018304,-0.003173,0.009906,0.093737,18374.97852,0,41,0,0,"S3",TRUE
1876,1.33,47663,TRUE,0,9,23,11,55,13,53,45,918,0,191,0,0,156,8105,84,0,543,590,29,0,104,428,0,3029,0,828,0,0,0,23,0,43,95,63,18,98,68,29,25871,6141,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000389.spe",778.04,7.98,1,0.018304,-0.003173,0.009906,0.093737,16870.65039,0,0,0,5.68e+14,"S3",TRUE
1878,1.68,42703,TRUE,0,0,0,0,36,6,54,14,452,12,34,0,8,85,5484,109,0,387,452,0,238,124,283,0,2815,0,808,11,5,28,0,18,41,73,83,25,0,23,0,25132,5833,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000390.spe",780.04,7.98,1,0.018304,-0.003173,0.009906,0.093737,15358.92969,30,14,22,3.23e+14,"S3",TRUE
1880,1.28,41094,TRUE,7,0,7,18,9,0,27,19,565,0,94,21,0,83,4261,63,0,378,400,0,58,176,458,0,3035,0,1045,0,0,0,0,0,0,59,37,34,15,0,45,24316,5813,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000391.spe",782.04,7.98,1,0.018304,-0.003173,0.009906,0.093737,15095.84277,51,0,0,0,"S3",TRUE
1882,1.75,49608,TRUE,0,0,12,0,45,7,39,80,1348,27,194,36,13,249,8540,78,0,656,634,0,0,125,567,19,3244,0,977,0,0,0,0,0,46,79,87,0,187,82,0,26032,6205,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000392.spe",784.04,8,1,0.018304,-0.003173,0.009906,0.093737,17167.03516,0,22,0,0,"S3",TRUE
1884,1.41,55746,TRUE,0,7,28,8,35,12,26,92,1280,0,276,20,0,224,11015,166,0,718,666,0,76,124,570,5,3395,0,1175,0,0,0,0,0,34,112,106,35,69,0,43,28832,6494,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000393.spe",786.04,8,1,0.018304,-0.003173,0.009906,0.093737,19371.22852,103,49,15,1.35e+15,"S3",TRUE
1886,1.3,51298,TRUE,0,13,29,0,45,0,20,24,920,0,195,21,0,167,7781,97,0,572,614,0,56,151,489,19,3061,0,1025,0,0,0,26,0,83,69,123,126,85,0,0,28934,6532,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000394.spe",788.04,7.94,1,0.018304,-0.003173,0.009906,0.093737,18893.65234,21,33,0,8.53e+14,"S3",TRUE
1888,1.31,52803,TRUE,0,7,0,6,30,0,17,55,1006,0,214,16,26,168,11257,204,0,787,574,0,13,162,374,0,2686,0,803,0,0,0,14,0,0,64,75,11,108,0,0,27659,6432,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000395.spe",790.04,7.92,1,0.018304,-0.003173,0.009906,0.093737,18621.26367,35,22,13,0,"S3",TRUE
1890,1.53,53732,TRUE,0,0,23,0,59,0,30,56,1247,0,251,35,29,225,16664,279,0,775,549,27,11,157,377,101,2439,0,820,0,0,6,0,0,38,90,184,64,39,126,0,23476,5534,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000396.spe",792.04,7.92,1,0.018304,-0.003173,0.009906,0.093737,17138.33789,21,13,0,7.7e+13,"S3",TRUE
1890,1.22,23016,FALSE,14,10,9,10,25,8,46,NA,153,NA,40,NA,16,13,1858,78,NA,21,80,NA,11,64,164,NA,2057,NA,638,NA,NA,NA,22,NA,NA,5,14,NA,19,41,NA,NA,NA,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000001.spe",2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S4",FALSE
1892,1.55,48235,TRUE,0,0,16,17,48,0,31,53,1038,0,235,0,7,221,14762,149,0,583,335,0,103,118,363,19,2597,13,853,8,0,0,19,0,69,108,66,72,0,41,0,20994,5297,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000397.spe",794.04,7.92,1,0.018304,-0.003173,0.009906,0.093737,15345.12988,0,54,0,0,"S3",FALSE
1892,1.39,48389,TRUE,0,0,14,12,17,0,34,41,1730,0,415,20,12,338,18283,266,0,347,289,21,0,110,128,109,2879,31,653,4,0,0,0,0,38,96,76,58,222,93,0,17152,4901,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000002.spe",4.04,7.75,1,0.018303,-0.003173,0.009926,0.093737,13886.60059,0,38,9,0,"S4",TRUE
1894,1.36,46009,TRUE,10,6,0,12,25,0,25,28,1517,0,211,0,10,278,10467,179,0,486,514,0,13,157,291,61,3530,0,823,5,0,0,0,28,75,71,105,87,128,121,110,21083,5553,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000398.spe",796.04,7.94,1,0.018304,-0.003173,0.009906,0.093737,14937.45117,0,33,4,7.69e+14,"S3",TRUE
1894,1.35,49092,TRUE,0,0,31,0,30,0,42,70,2205,0,508,30,24,370,20687,210,7,260,330,24,181,50,172,67,2655,54,750,0,0,0,0,0,54,64,102,54,0,16,63,14895,4977,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000003.spe",6.04,7.66,1,0.018304,-0.003173,0.009918,0.093737,13101.14258,110,55,0,0,"S4",TRUE
1896,2.22,48446,TRUE,0,0,0,15,30,11,35,56,1551,12,180,4,10,304,11630,111,0,435,440,83,40,110,197,119,3829,0,798,0,0,19,0,17,0,57,84,75,57,0,0,22372,5765,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000399.spe",798.04,7.89,1,0.018304,-0.003173,0.009906,0.093737,15413.02441,0,40,10,1.47e+15,"S3",FALSE
1896,1.42,41231,TRUE,22,6,26,0,19,0,44,59,1437,0,579,38,18,227,18784,123,0,25,99,4,0,32,11,43,1792,0,753,6,0,0,17,0,66,81,118,56,37,18,0,12033,4575,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000004.spe",8.04,7.66,1,0.018303,-0.003173,0.00992,0.093737,10919.05176,83,122,5,0,"S4",TRUE
1898,1.47,59367,TRUE,0,0,10,0,25,6,34,73,2719,0,383,41,19,454,19785,239,0,527,591,0,64,149,317,94,4520,0,809,10,0,0,0,11,23,92,117,67,81,61,54,22157,5721,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000400.spe",800.04,7.88,1,0.018304,-0.003173,0.009906,0.093737,17111.63867,114,19,8,0,"S3",TRUE
1898,1.46,39070,TRUE,6,0,22,0,27,0,34,45,1482,0,389,21,16,260,16184,163,0,187,147,0,6,44,78,26,1828,174,759,0,0,0,0,52,58,48,22,54,11,94,7,12219,4459,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000005.spe",10.04,7.68,1,0.018303,-0.003173,0.00992,0.093737,10713.16211,148,102,0,1.33e+15,"S4",TRUE
1900,1.65,57104,TRUE,0,0,14,0,23,0,33,79,3284,17,570,43,12,515,23128,107,0,434,528,15,76,88,233,96,3753,0,694,15,0,0,0,19,36,100,122,77,105,24,0,17550,5229,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000401.spe",802.04,7.88,1,0.018304,-0.003173,0.009906,0.093737,15515.01855,85,110,9,0,"S3",TRUE
1900,1.4,41843,TRUE,12,6,12,11,21,0,53,41,1453,0,369,20,15,328,18511,225,0,155,159,54,0,22,68,64,1874,151,843,8,0,0,0,19,16,65,55,66,38,26,0,12417,4591,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000006.spe",12.04,7.72,1,0.018303,-0.003173,0.00992,0.093737,11130.44238,75,37,0,0,"S4",TRUE
1902,1.44,58788,TRUE,7,7,19,10,21,0,41,87,2842,0,778,32,5,451,28449,373,0,232,311,40,82,96,244,56,2759,0,834,0,0,0,0,39,28,69,46,34,0,14,0,15640,5097,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000402.spe",804.04,7.9,1,0.018304,-0.003173,0.009906,0.093737,14926.85059,45,81,0,5.12e+14,"S3",TRUE
1902,1.32,29037,FALSE,NA,NA,NA,18,NA,NA,67,15,501,NA,195,5,8,141,8405,185,NA,65,65,NA,62,67,79,69,1834,49,675,NA,NA,NA,7,12,39,35,42,33,NA,NA,NA,NA,NA,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000007.spe",14.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S4",FALSE
1904,1.43,58130,TRUE,23,20,45,16,45,14,18,102,2586,15,792,20,18,438,28179,149,0,220,199,0,0,124,128,41,2778,65,794,0,0,0,0,12,64,67,150,52,59,51,0,15695,5126,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000403.spe",806.04,7.9,1,0.018304,-0.003173,0.009906,0.093737,14650.36426,25,156,0,0,"S3",FALSE
1904,1.25,29496,FALSE,24,32,16,11,5,NA,52,NA,388,NA,156,16,NA,129,6804,95,NA,87,120,NA,NA,61,NA,NA,1891,9,881,NA,NA,NA,NA,NA,36,23,58,23,34,NA,11,NA,NA,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000008.spe",16.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S4",FALSE
1906,1.48,57916,TRUE,40,8,23,33,16,0,11,39,3297,0,619,0,0,502,24310,135,7,352,467,0,30,76,129,49,3753,87,914,0,0,0,0,23,36,110,98,95,47,0,12,17158,5383,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000404.spe",808.04,7.89,1,0.018304,-0.003173,0.009906,0.093737,15295.03223,57,150,0,4e+14,"S3",FALSE
1906,1.32,35003,TRUE,0,0,0,0,22,0,44,13,702,0,210,9,24,146,8544,114,0,46,171,17,37,121,84,88,2426,0,898,0,0,0,0,38,0,9,31,6,47,46,0,16115,4995,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000009.spe",18.04,7.83,1,0.018304,-0.003173,0.00992,0.093737,11377.0293,0,43,6,0,"S4",TRUE
1908,1.35,54558,TRUE,18,21,17,10,27,0,56,53,2687,5,413,0,21,401,17416,282,0,439,514,67,0,118,191,117,4346,0,973,20,0,0,0,51,0,39,42,25,91,69,0,20182,5847,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000405.spe",810.04,7.88,1,0.018304,-0.003173,0.009906,0.093737,15831.90332,0,0,5,0,"S3",TRUE
1908,1.27,43903,TRUE,4,13,12,13,47,4,47,29,1757,5,301,17,12,311,11440,129,0,273,436,10,24,134,187,0,2972,51,866,6,0,0,29,0,22,44,99,49,70,0,0,19246,5244,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000010.spe",20.04,7.83,1,0.018304,-0.003173,0.00992,0.093737,13927.80078,0,23,0,1.98e+15,"S4",TRUE
1910,1.3,49844,TRUE,0,7,0,0,50,0,34,51,2591,9,231,33,0,416,11826,155,0,592,615,0,16,193,320,0,4299,0,1015,0,0,0,0,18,51,63,82,104,100,0,0,21361,5612,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000406.spe",812.04,7.86,1,0.018304,-0.003173,0.009906,0.093737,15770.50586,0,75,0,0,"S3",TRUE
1910,1.39,55130,TRUE,0,0,18,0,27,0,9,52,1423,0,599,0,28,325,21241,234,0,271,328,11,111,63,263,97,2975,82,879,7,0,0,0,0,0,38,78,47,50,0,9,20529,5243,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000011.spe",22.04,7.84,1,0.018304,-0.003173,0.00992,0.093737,15522.9209,93,70,0,1.93e+15,"S4",TRUE
1912,1.51,47023,TRUE,0,5,0,15,30,12,52,40,1948,30,243,31,12,344,11192,173,0,472,544,0,0,23,317,0,4545,0,895,0,6,0,0,0,15,60,56,7,90,0,0,20242,5624,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000407.spe",814.04,7.83,1,0.018304,-0.003173,0.009906,0.093737,14918.75195,0,19,0,0,"S3",TRUE
1912,1.49,54932,TRUE,18,18,25,0,34,0,39,29,1434,0,458,10,18,313,19370,365,0,283,352,57,135,190,204,55,3262,0,851,0,0,0,0,35,0,28,62,54,0,34,52,21460,5645,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000012.spe",24.04,7.85,1,0.018304,-0.003173,0.00992,0.093737,16088.49219,42,0,0,1.81e+15,"S4",TRUE
1914,1.36,50217,TRUE,0,0,9,0,33,0,19,80,2191,0,376,21,0,384,14478,190,0,575,546,67,0,31,314,87,4378,0,829,0,0,0,0,53,0,70,89,13,55,0,0,19846,5483,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000408.spe",816.04,7.8,1,0.018304,-0.003173,0.009906,0.093737,15110.33984,0,37,0,0,"S3",TRUE
1914,1.4,53844,TRUE,7,0,0,0,25,0,24,46,1988,0,216,0,0,355,13762,238,0,560,698,0,37,124,346,77,4371,0,964,0,0,0,0,0,0,148,161,114,139,24,0,23410,5924,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000013.spe",26.04,7.86,1,0.018304,-0.003173,0.00992,0.093737,17110.03906,86,0,0,1.76e+15,"S4",TRUE
1916,1.49,53162,TRUE,0,0,0,5,24,0,35,58,1789,0,378,33,0,355,17268,236,0,380,446,0,38,131,268,77,4430,0,819,0,0,0,13,0,23,58,84,23,39,0,0,20372,5773,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000409.spe",818.04,7.78,1,0.018304,-0.003173,0.009906,0.093737,15801.10547,7,47,0,0,"S3",TRUE
1916,1.39,51943,TRUE,43,20,24,0,18,0,0,44,2233,0,380,0,15,439,15491,238,0,506,713,0,91,144,363,107,4521,82,824,0,0,0,0,23,10,80,65,45,38,172,0,19959,5255,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000014.spe",28.04,7.86,1,0.018304,-0.003173,0.00992,0.093737,15508.62207,0,22,0,1.31e+15,"S4",TRUE
1918,1.47,56766,TRUE,0,0,20,20,63,0,39,70,2577,0,441,23,7,435,21869,160,0,452,485,90,68,77,223,29,4095,0,780,20,0,9,0,0,0,54,22,88,12,0,46,18975,5465,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000410.spe",820.04,7.75,1,0.018304,-0.003173,0.009906,0.093737,15790.50781,52,91,0,0,"S3",TRUE
1918,1.49,58904,TRUE,21,22,57,0,30,15,17,126,2393,0,888,72,27,499,28107,315,0,209,302,10,17,108,228,126,3301,14,952,5,0,6,0,0,34,47,86,75,80,12,0,15485,5115,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000015.spe",30.04,7.88,1,0.018304,-0.003173,0.00992,0.093737,14586.26758,103,85,12,1.81e+15,"S4",TRUE
1920,1.46,52709,TRUE,23,0,8,0,26,0,32,72,2140,0,518,25,19,339,22448,180,0,378,395,0,24,34,282,96,3390,0,658,7,0,0,0,17,80,75,63,0,70,46,0,16437,4815,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000411.spe",822.04,7.74,1,0.018304,-0.003173,0.009906,0.093737,14307.58008,12,121,21,0,"S3",TRUE
1920,1.64,62258,TRUE,0,0,36,0,23,0,30,111,2512,0,1018,64,8,468,35469,225,0,84,105,32,15,125,8,165,2235,81,886,0,0,11,0,30,43,58,100,78,13,0,0,13275,4867,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000016.spe",32.04,7.88,1,0.018304,-0.003173,0.00992,0.093737,14234.08594,83,154,0,0,"S4",TRUE
1922,1.51,55278,TRUE,15,30,21,17,61,13,26,91,2773,0,659,32,14,441,24855,176,0,221,291,40,93,52,150,6,3374,0,705,16,0,0,0,24,56,49,20,25,0,40,17,15862,5013,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000412.spe",824.04,7.72,1,0.018304,-0.003173,0.009906,0.093737,14284.28125,0,198,12,0,"S3",TRUE
1922,1.52,61714,TRUE,42,27,51,27,12,0,15,140,2689,0,1081,84,19,490,35134,390,0,82,101,39,64,50,32,87,2046,110,902,0,0,0,0,13,40,38,60,6,0,0,5,12710,5033,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000017.spe",34.04,7.89,1,0.018304,-0.003173,0.00992,0.093737,13936.90039,95,126,0,1.25e+15,"S4",TRUE
1924,1.34,52098,TRUE,23,4,22,0,36,0,39,83,2491,0,599,25,0,379,23149,180,0,219,282,0,0,0,146,133,3104,77,723,0,0,0,0,0,0,67,63,0,92,0,0,15443,4666,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000413.spe",826.04,7.7,1,0.018304,-0.003173,0.009906,0.093737,13629.61621,53,96,0,0,"S3",TRUE
1924,1.66,60733,TRUE,33,10,55,0,23,0,16,122,2432,0,1078,67,21,435,35450,87,0,134,91,6,0,8,63,33,1945,129,785,0,0,8,0,0,0,64,111,0,117,0,18,12433,4824,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000018.spe",36.04,7.89,1,0.018304,-0.003173,0.00992,0.093737,13746.80859,135,210,11,0,"S4",TRUE
1926,1.47,39810,TRUE,0,7,26,9,28,0,25,38,1280,0,310,5,16,214,12464,125,0,170,272,0,41,44,147,0,2883,32,702,0,0,0,12,0,89,84,59,80,8,0,96,15905,4496,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000414.spe",828.04,7.72,1,0.018304,-0.003173,0.009906,0.093737,11876.4043,143,37,10,1.11e+15,"S3",TRUE
1926,1.61,63058,TRUE,29,24,63,7,36,7,22,117,2494,0,1166,18,41,497,36726,439,0,58,106,0,0,0,0,73,2030,117,836,0,0,6,14,0,30,73,39,45,120,6,0,12810,4945,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000019.spe",38.04,7.89,1,0.018304,-0.003173,0.00992,0.093737,14016.39453,64,58,0,5.2e+14,"S4",TRUE
1928,1.31,41506,TRUE,7,6,0,10,32,0,38,54,1512,0,401,0,24,226,14549,191,0,173,258,5,0,80,81,29,2693,115,776,7,0,0,10,0,37,45,64,54,124,13,0,14996,4831,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000415.spe",830.04,7.73,1,0.018304,-0.003173,0.009906,0.093737,12129.89063,65,32,0,5.78e+14,"S3",TRUE
1928,1.71,64870,TRUE,21,20,61,8,8,0,11,150,2507,0,1203,26,16,449,38674,242,8,69,131,17,0,105,46,117,1983,84,876,0,0,0,24,31,54,49,84,96,143,114,69,12364,5010,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000020.spe",40.04,7.91,1,0.018304,-0.003173,0.00992,0.093737,14235.48633,0,191,0,2.93e+13,"S4",TRUE
1930,1.28,50811,TRUE,14,6,25,7,28,0,35,57,1751,0,513,37,18,316,20978,168,0,197,206,33,88,83,143,38,3181,111,909,0,0,0,0,23,0,44,83,53,41,16,0,16418,5144,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000416.spe",832.04,7.67,1,0.018304,-0.003173,0.009906,0.093737,13763.70996,47,101,14,0,"S3",TRUE
1930,1.61,66756,TRUE,0,6,65,14,26,0,24,168,2594,0,1202,74,20,499,39765,491,0,89,103,19,0,0,10,82,1985,13,977,7,0,0,0,23,68,64,91,97,82,0,0,12841,5216,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1D-2\XRF data\L000021.spe",42.04,7.91,1,0.018304,-0.003173,0.00992,0.093737,14609.86621,41,43,0,0,"S4",TRUE
1932,1.37,50821,TRUE,28,5,22,19,25,6,29,67,2163,13,494,13,24,403,20638,259,0,273,322,68,50,15,229,51,3290,33,923,10,0,0,0,5,21,83,96,37,47,6,9,15748,5197,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1C\XRF data\L000417.spe",834.04,7.67,1,0.018304,-0.003173,0.009906,0.093737,13656.01465,100,69,0,0,"S3",TRUE
